object,correct_location,predicted_location,location_choices,correct_prediction
teapot,storage room,storage room,"['box', 'basement', 'trap', 'oven', 'storage room']",True
teddybear,bedroom,childs room,"['oven', 'house', 'childs room', 'television room', 'bedroom']",False
television,bedroom,none,"['bedroom', 'childs room', 'jar', 'utility room', 'freezer']",False
tennis ball,storage room,storage room,"['house', 'oven', 'oven', 'storage room', 'attic']",True
tennisracket,bedroom,closet,"['box', 'oven', 'closet', 'bedroom', 'television room']",False
tissuebox,living room,room,"['room', 'can', 'living room', 'home office', 'childs room']",False
toaster,kitchen,kitchen,"['box', 'kitchen', 'basement', 'trap', 'attic']",True
toilet,bathroom,bathroom,"['attic', 'bar', 'storage room', 'utility room', 'bathroom']",True
toiletpaper,bathroom,bathroom,"['basement', 'garage', 'lobby', 'bathroom', 'oven']",True
toiletpaperhanger,bathroom,exercise room,"['exercise room', 'television room', 'bedroom', 'bathroom', 'box']",False
tomato,kitchen,kitchen,"['cellar', 'closet', 'attic', 'kitchen', 'freezer']",True
tomato soup can,childs room,cellar,"['bar', 'attic', 'bar', 'childs room', 'cellar']",False
toothbrush holder,kitchen,kitchen,"['bar', 'room', 'jar', 'basement', 'kitchen']",True
toothbrush pack,utility room,utility room,"['can', 'trap', 'attic', 'box', 'utility room']",True
towel,bathroom,bathroom,"['bar', 'bar', 'box', 'bathroom', 'freezer']",True
towelholder,bathroom,bathroom,"['bedroom', 'cellar', 'television room', 'childs room', 'bathroom']",True
toy,box,box,"['basement', 'house', 'box', 'utility room', 'freezer']",True
toy airplane,bedroom,bedroom,"['box', 'cellar', 'attic', 'oven', 'bedroom']",True
toy animal,corridor,family room,"['can', 'box', 'family room', 'family room', 'corridor']",False
toy basketball,bedroom,bedroom,"['bedroom', 'can', 'jar', 'room', 'basement']",True
toy bowling set,pantry room,pantry room,"['freezer', 'cellar', 'pantry room', 'can', 'can']",True
toy construction set,pantry room,can,"['pantry room', 'trap', 'house', 'can', 'jar']",False
toy fishing,bedroom,oven,"['oven', 'oven', 'cellar', 'bedroom', 'freezer']",False
toy food,garage,cellar,"['freezer', 'cellar', 'garage', 'attic', 'cellar']",False
toy furniture set,utility room,family room,"['cellar', 'house', 'family room', 'freezer', 'utility room']",False
toy instrument,utility room,box,"['box', 'jar', 'oven', 'house', 'utility room']",False
toy kitchen set,utility room,family room,"['can', 'oven', 'utility room', 'dumpster', 'family room']",False
toy tool kit,utility room,utility room,"['can', 'house', 'jar', 'utility room', 'oven']",True
toy vehicle,bathroom,house,"['bathroom', 'bar', 'attic', 'can', 'house']",False
tray,living room,living room,"['bar', 'house', 'house', 'living room', 'attic']",True
tumbler,garage,bar,"['box', 'family room', 'oven', 'bar', 'garage']",False
tv,family room,room,"['room', 'living room', 'family room', 'television room', 'jar']",False
tvstand,living room,living room,"['living room', 'room', 'room', 'childs room', 'storage room']",True
umbrella,home office,house,"['house', 'home office', 'house', 'room', 'basement']",False
usb drive,television room,family room,"['family room', 'television room', 'basement', 'trap', 'oven']",False
utensil holder,home office,house,"['house', 'dumpster', 'home office', 'box', 'attic']",False
vacuumcleaner,bedroom,garage,"['oven', 'dumpster', 'garage', 'corridor', 'bedroom']",False
vase,bedroom,cellar,"['box', 'basement', 'cellar', 'can', 'bedroom']",False
video game,lobby,box,"['trap', 'lobby', 'jar', 'box', 'can']",False
vinyl tape,bathroom,bathroom,"['trap', 'bathroom', 'can', 'bar', 'room']",True
virtual reality viewer,utility room,box,"['box', 'trap', 'oven', 'can', 'utility room']",False
wardrobe,room,room,"['room', 'dining room', 'freezer', 'trap', 'jar']",True
washcloth,exercise room,room,"['bar', 'can', 'room', 'exercise room', 'cellar']",False
waste basket,playroom,playroom,"['basement', 'playroom', 'trap', 'bar', 'basement']",True
watch,bedroom,bedroom,"['storage room', 'family room', 'bedroom', 'can', 'basement']",True
water bottle,bathroom,none,"['bathroom', 'oven', 'can', 'oven', 'cellar']",False
wateringcan,living room,childs room,"['childs room', 'dumpster', 'trap', 'can', 'living room']",False
weight loss guide,childs room,childs room,"['house', 'box', 'basement', 'childs room', 'attic']",True
whale whistle,bedroom,jar,"['bedroom', 'jar', 'attic', 'jar', 'bar']",False
window,bathroom,bathroom,"['closet', 'family room', 'lobby', 'jar', 'bathroom']",True
wine glass,kitchen,kitchen,"['living room', 'oven', 'house', 'kitchen', 'pantry room']",True
winebottle,kitchen,kitchen,"['playroom', 'kitchen', 'oven', 'jar', 'family room']",True
wipe warmer,closet,box,"['dumpster', 'box', 'closet', 'oven', 'box']",False
wireless accessory,television room,television room,"['bar', 'basement', 'attic', 'television room', 'can']",True
xylitol sweetener,garage,box,"['house', 'garage', 'family room', 'box', 'cellar']",False
