object,correct_location,predicted_location,location_choices,correct_prediction
teapot,storage room,storage room,"['basement', 'trap', 'storage room', 'oven', 'box']",True
teddybear,bedroom,none,"['house', 'childs room', 'bedroom', 'television room', 'oven']",False
television,bedroom,bedroom,"['bedroom', 'jar', 'utility room', 'freezer', 'childs room']",True
tennis ball,storage room,house,"['house', 'storage room', 'oven', 'attic', 'oven']",False
tennisracket,bedroom,closet,"['oven', 'box', 'bedroom', 'closet', 'television room']",False
tissuebox,living room,room,"['can', 'home office', 'room', 'childs room', 'living room']",False
toaster,kitchen,kitchen,"['attic', 'basement', 'box', 'trap', 'kitchen']",True
toilet,bathroom,bathroom,"['storage room', 'bar', 'attic', 'bathroom', 'utility room']",True
toiletpaper,bathroom,bathroom,"['lobby', 'basement', 'bathroom', 'oven', 'garage']",True
toiletpaperhanger,bathroom,bathroom,"['bedroom', 'box', 'exercise room', 'bathroom', 'television room']",True
tomato,kitchen,kitchen,"['attic', 'freezer', 'cellar', 'kitchen', 'closet']",True
tomato soup can,childs room,none,"['cellar', 'attic', 'bar', 'childs room', 'bar']",False
toothbrush holder,kitchen,jar,"['jar', 'kitchen', 'room', 'bar', 'basement']",False
toothbrush pack,utility room,utility room,"['can', 'attic', 'box', 'trap', 'utility room']",True
towel,bathroom,bathroom,"['freezer', 'bar', 'box', 'bathroom', 'bar']",True
towelholder,bathroom,bathroom,"['bathroom', 'cellar', 'bedroom', 'childs room', 'television room']",True
toy,box,box,"['freezer', 'utility room', 'house', 'box', 'basement']",True
toy airplane,bedroom,box,"['box', 'bedroom', 'cellar', 'oven', 'attic']",False
toy animal,corridor,none,"['family room', 'box', 'can', 'corridor', 'family room']",False
toy basketball,bedroom,none,"['bedroom', 'jar', 'can', 'basement', 'room']",False
toy bowling set,pantry room,pantry room,"['can', 'can', 'pantry room', 'freezer', 'cellar']",True
toy construction set,pantry room,pantry room,"['can', 'house', 'jar', 'trap', 'pantry room']",True
toy fishing,bedroom,bedroom,"['oven', 'bedroom', 'freezer', 'oven', 'cellar']",True
toy food,garage,none,"['cellar', 'freezer', 'garage', 'cellar', 'attic']",False
toy furniture set,utility room,family room,"['cellar', 'house', 'utility room', 'freezer', 'family room']",False
toy instrument,utility room,utility room,"['utility room', 'box', 'house', 'jar', 'oven']",True
toy kitchen set,utility room,family room,"['utility room', 'dumpster', 'can', 'family room', 'oven']",False
toy tool kit,utility room,none,"['jar', 'oven', 'utility room', 'can', 'house']",False
toy vehicle,bathroom,house,"['bathroom', 'can', 'house', 'bar', 'attic']",False
tray,living room,living room,"['living room', 'bar', 'attic', 'house', 'house']",True
tumbler,garage,bar,"['garage', 'family room', 'bar', 'oven', 'box']",False
tv,family room,room,"['family room', 'television room', 'room', 'jar', 'living room']",False
tvstand,living room,room,"['room', 'storage room', 'childs room', 'living room', 'room']",False
umbrella,home office,home office,"['home office', 'room', 'house', 'house', 'basement']",True
usb drive,television room,television room,"['oven', 'television room', 'basement', 'family room', 'trap']",True
utensil holder,home office,none,"['house', 'home office', 'dumpster', 'attic', 'box']",False
vacuumcleaner,bedroom,corridor,"['corridor', 'bedroom', 'oven', 'garage', 'dumpster']",False
vase,bedroom,bedroom,"['box', 'can', 'cellar', 'bedroom', 'basement']",True
video game,lobby,lobby,"['trap', 'can', 'lobby', 'jar', 'box']",True
vinyl tape,bathroom,can,"['room', 'trap', 'bathroom', 'bar', 'can']",False
virtual reality viewer,utility room,utility room,"['can', 'trap', 'utility room', 'box', 'oven']",True
wardrobe,room,room,"['trap', 'jar', 'freezer', 'room', 'dining room']",True
washcloth,exercise room,exercise room,"['bar', 'exercise room', 'room', 'cellar', 'can']",True
waste basket,playroom,none,"['basement', 'bar', 'trap', 'playroom', 'basement']",False
watch,bedroom,can,"['basement', 'family room', 'can', 'bedroom', 'storage room']",False
water bottle,bathroom,cellar,"['can', 'bathroom', 'oven', 'cellar', 'oven']",False
wateringcan,living room,none,"['dumpster', 'childs room', 'living room', 'can', 'trap']",False
weight loss guide,childs room,none,"['house', 'box', 'basement', 'childs room', 'attic']",False
whale whistle,bedroom,bar,"['bedroom', 'bar', 'attic', 'jar', 'jar']",False
window,bathroom,family room,"['lobby', 'closet', 'bathroom', 'jar', 'family room']",False
wine glass,kitchen,kitchen,"['living room', 'oven', 'pantry room', 'kitchen', 'house']",True
winebottle,kitchen,none,"['jar', 'kitchen', 'playroom', 'family room', 'oven']",False
wipe warmer,closet,closet,"['box', 'oven', 'box', 'closet', 'dumpster']",True
wireless accessory,television room,television room,"['basement', 'television room', 'attic', 'can', 'bar']",True
xylitol sweetener,garage,none,"['garage', 'family room', 'box', 'house', 'cellar']",False
