object,correct_location,predicted_location,location_choices,correct_prediction
tea pods,lobby,jar,"['jar', 'can', 'lobby', 'attic', 'basement']",False
teapot,storage room,storage room,"['box', 'trap', 'storage room', 'basement', 'oven']",True
teddybear,bedroom,childs room,"['childs room', 'bedroom', 'oven', 'television room', 'house']",False
television,bedroom,bedroom,"['utility room', 'jar', 'childs room', 'freezer', 'bedroom']",True
tennis ball,storage room,storage room,"['oven', 'storage room', 'attic', 'house', 'oven']",True
tennisracket,bedroom,closet,"['oven', 'bedroom', 'television room', 'closet', 'box']",False
tissuebox,living room,home office,"['childs room', 'living room', 'can', 'home office', 'room']",False
toaster,kitchen,kitchen,"['box', 'kitchen', 'attic', 'trap', 'basement']",True
toilet,bathroom,bathroom,"['utility room', 'attic', 'bathroom', 'bar', 'storage room']",True
toiletpaper,bathroom,bathroom,"['garage', 'basement', 'bathroom', 'lobby', 'oven']",True
toiletpaperhanger,bathroom,bathroom,"['exercise room', 'bathroom', 'television room', 'box', 'bedroom']",True
tomato,kitchen,kitchen,"['kitchen', 'closet', 'attic', 'cellar', 'freezer']",True
tomato soup can,childs room,cellar,"['childs room', 'bar', 'cellar', 'bar', 'attic']",False
toothbrush holder,kitchen,kitchen,"['room', 'jar', 'bar', 'basement', 'kitchen']",True
toothbrush pack,utility room,utility room,"['can', 'trap', 'box', 'utility room', 'attic']",True
towel,bathroom,bathroom,"['box', 'bar', 'bar', 'bathroom', 'freezer']",True
towelholder,bathroom,bathroom,"['bathroom', 'childs room', 'television room', 'bedroom', 'cellar']",True
toy,box,box,"['box', 'house', 'freezer', 'utility room', 'basement']",True
toy airplane,bedroom,box,"['bedroom', 'oven', 'attic', 'cellar', 'box']",False
toy animal,corridor,box,"['family room', 'family room', 'box', 'can', 'corridor']",False
toy basketball,bedroom,bedroom,"['can', 'basement', 'jar', 'bedroom', 'room']",True
toy bowling set,pantry room,pantry room,"['cellar', 'can', 'can', 'pantry room', 'freezer']",True
toy construction set,pantry room,pantry room,"['can', 'pantry room', 'trap', 'house', 'jar']",True
toy fishing,bedroom,bedroom,"['oven', 'freezer', 'cellar', 'oven', 'bedroom']",True
toy food,garage,cellar,"['attic', 'freezer', 'cellar', 'garage', 'cellar']",False
toy furniture set,utility room,family room,"['utility room', 'freezer', 'house', 'family room', 'cellar']",False
toy instrument,utility room,box,"['house', 'box', 'utility room', 'oven', 'jar']",False
toy kitchen set,utility room,family room,"['dumpster', 'oven', 'family room', 'can', 'utility room']",False
toy tool kit,utility room,utility room,"['utility room', 'jar', 'house', 'oven', 'can']",True
toy vehicle,bathroom,attic,"['bathroom', 'can', 'house', 'bar', 'attic']",False
tray,living room,bar,"['house', 'living room', 'attic', 'house', 'bar']",False
tumbler,garage,bar,"['oven', 'bar', 'family room', 'box', 'garage']",False
tv,family room,room,"['family room', 'jar', 'living room', 'room', 'television room']",False
tvstand,living room,room,"['room', 'room', 'childs room', 'living room', 'storage room']",False
umbrella,home office,home office,"['house', 'room', 'home office', 'house', 'basement']",True
usb drive,television room,television room,"['basement', 'family room', 'oven', 'trap', 'television room']",True
utensil holder,home office,house,"['dumpster', 'house', 'attic', 'home office', 'box']",False
vacuumcleaner,bedroom,garage,"['dumpster', 'oven', 'garage', 'bedroom', 'corridor']",False
vase,bedroom,bedroom,"['box', 'basement', 'can', 'cellar', 'bedroom']",True
video game,lobby,box,"['can', 'trap', 'lobby', 'box', 'jar']",False
vinyl tape,bathroom,bathroom,"['bar', 'room', 'trap', 'can', 'bathroom']",True
virtual reality viewer,utility room,box,"['utility room', 'can', 'box', 'oven', 'trap']",False
wardrobe,room,room,"['freezer', 'jar', 'room', 'dining room', 'trap']",True
washcloth,exercise room,none,"['room', 'exercise room', 'can', 'cellar', 'bar']",False
waste basket,playroom,basement,"['playroom', 'bar', 'trap', 'basement', 'basement']",False
watch,bedroom,bedroom,"['basement', 'can', 'storage room', 'family room', 'bedroom']",True
water bottle,bathroom,bathroom,"['oven', 'can', 'oven', 'cellar', 'bathroom']",True
wateringcan,living room,childs room,"['living room', 'can', 'trap', 'dumpster', 'childs room']",False
weight loss guide,childs room,house,"['basement', 'attic', 'house', 'box', 'childs room']",False
whale whistle,bedroom,jar,"['jar', 'attic', 'bar', 'bedroom', 'jar']",False
window,bathroom,family room,"['closet', 'jar', 'bathroom', 'lobby', 'family room']",False
wine glass,kitchen,kitchen,"['pantry room', 'house', 'oven', 'living room', 'kitchen']",True
winebottle,kitchen,kitchen,"['oven', 'jar', 'playroom', 'kitchen', 'family room']",True
wipe warmer,closet,closet,"['oven', 'closet', 'box', 'dumpster', 'box']",True
wireless accessory,television room,television room,"['bar', 'basement', 'television room', 'can', 'attic']",True
xylitol sweetener,garage,box,"['cellar', 'house', 'family room', 'box', 'garage']",False
