object,correct_location,predicted_location,location_choices,correct_prediction
tea pods,lobby,jar,"['jar', 'basement', 'attic', 'lobby', 'can']",False
teapot,storage room,storage room,"['storage room', 'oven', 'trap', 'basement', 'box']",True
teddybear,bedroom,childs room,"['house', 'television room', 'bedroom', 'oven', 'childs room']",False
television,bedroom,childs room,"['freezer', 'jar', 'utility room', 'bedroom', 'childs room']",False
tennis ball,storage room,storage room,"['oven', 'attic', 'storage room', 'oven', 'house']",True
tennisracket,bedroom,television room,"['closet', 'box', 'bedroom', 'television room', 'oven']",False
tissuebox,living room,living room,"['home office', 'childs room', 'living room', 'can', 'room']",True
toaster,kitchen,kitchen,"['basement', 'attic', 'kitchen', 'box', 'trap']",True
toilet,bathroom,bathroom,"['storage room', 'utility room', 'attic', 'bathroom', 'bar']",True
toiletpaper,bathroom,bathroom,"['garage', 'lobby', 'oven', 'bathroom', 'basement']",True
toiletpaperhanger,bathroom,bathroom,"['television room', 'exercise room', 'bathroom', 'box', 'bedroom']",True
tomato,kitchen,kitchen,"['cellar', 'freezer', 'kitchen', 'attic', 'closet']",True
tomato soup can,childs room,cellar,"['cellar', 'bar', 'attic', 'childs room', 'bar']",False
toothbrush holder,kitchen,none,"['basement', 'kitchen', 'jar', 'bar', 'room']",False
toothbrush pack,utility room,none,"['box', 'trap', 'utility room', 'attic', 'can']",False
towel,bathroom,bathroom,"['bar', 'freezer', 'box', 'bar', 'bathroom']",True
towelholder,bathroom,bathroom,"['television room', 'childs room', 'cellar', 'bedroom', 'bathroom']",True
toy,box,box,"['house', 'utility room', 'box', 'basement', 'freezer']",True
toy airplane,bedroom,box,"['bedroom', 'attic', 'oven', 'cellar', 'box']",False
toy animal,corridor,family room,"['box', 'corridor', 'can', 'family room', 'family room']",False
toy basketball,bedroom,none,"['room', 'bedroom', 'jar', 'can', 'basement']",False
toy bowling set,pantry room,pantry room,"['freezer', 'cellar', 'can', 'can', 'pantry room']",True
toy construction set,pantry room,pantry room,"['house', 'can', 'pantry room', 'jar', 'trap']",True
toy fishing,bedroom,cellar,"['oven', 'bedroom', 'freezer', 'oven', 'cellar']",False
toy food,garage,none,"['cellar', 'freezer', 'cellar', 'garage', 'attic']",False
toy furniture set,utility room,family room,"['utility room', 'cellar', 'family room', 'freezer', 'house']",False
toy instrument,utility room,none,"['utility room', 'jar', 'house', 'box', 'oven']",False
toy kitchen set,utility room,family room,"['dumpster', 'utility room', 'oven', 'family room', 'can']",False
toy tool kit,utility room,utility room,"['utility room', 'can', 'jar', 'house', 'oven']",True
toy vehicle,bathroom,none,"['can', 'bar', 'bathroom', 'house', 'attic']",False
tray,living room,living room,"['attic', 'bar', 'house', 'living room', 'house']",True
tumbler,garage,bar,"['garage', 'box', 'bar', 'family room', 'oven']",False
tv,family room,family room,"['family room', 'television room', 'living room', 'jar', 'room']",True
tvstand,living room,living room,"['storage room', 'living room', 'room', 'childs room', 'room']",True
umbrella,home office,basement,"['basement', 'house', 'home office', 'room', 'house']",False
usb drive,television room,trap,"['family room', 'trap', 'television room', 'oven', 'basement']",False
utensil holder,home office,none,"['box', 'dumpster', 'home office', 'attic', 'house']",False
vacuumcleaner,bedroom,garage,"['corridor', 'dumpster', 'garage', 'oven', 'bedroom']",False
vase,bedroom,bedroom,"['basement', 'box', 'can', 'cellar', 'bedroom']",True
video game,lobby,box,"['can', 'jar', 'lobby', 'box', 'trap']",False
vinyl tape,bathroom,room,"['room', 'trap', 'can', 'bathroom', 'bar']",False
virtual reality viewer,utility room,utility room,"['can', 'box', 'utility room', 'oven', 'trap']",True
wardrobe,room,room,"['dining room', 'jar', 'trap', 'freezer', 'room']",True
washcloth,exercise room,none,"['exercise room', 'can', 'cellar', 'room', 'bar']",False
waste basket,playroom,basement,"['playroom', 'bar', 'basement', 'trap', 'basement']",False
watch,bedroom,bedroom,"['bedroom', 'family room', 'storage room', 'basement', 'can']",True
water bottle,bathroom,can,"['oven', 'bathroom', 'can', 'oven', 'cellar']",False
wateringcan,living room,can,"['dumpster', 'can', 'trap', 'childs room', 'living room']",False
weight loss guide,childs room,attic,"['childs room', 'box', 'attic', 'house', 'basement']",False
whale whistle,bedroom,jar,"['attic', 'bar', 'jar', 'bedroom', 'jar']",False
window,bathroom,lobby,"['closet', 'family room', 'bathroom', 'jar', 'lobby']",False
wine glass,kitchen,kitchen,"['house', 'kitchen', 'oven', 'living room', 'pantry room']",True
winebottle,kitchen,kitchen,"['jar', 'oven', 'family room', 'playroom', 'kitchen']",True
wipe warmer,closet,closet,"['closet', 'box', 'oven', 'dumpster', 'box']",True
wireless accessory,television room,television room,"['television room', 'basement', 'attic', 'can', 'bar']",True
xylitol sweetener,garage,box,"['house', 'cellar', 'box', 'garage', 'family room']",False
