object,correct_location,predicted_location,location_choices,correct_prediction
tea pods,lobby,jar,"['jar', 'basement', 'attic', 'lobby', 'can']",False
teapot,storage room,storage room,"['trap', 'box', 'storage room', 'basement', 'oven']",True
teddybear,bedroom,none,"['house', 'television room', 'oven', 'childs room', 'bedroom']",False
television,bedroom,bedroom,"['utility room', 'freezer', 'bedroom', 'jar', 'childs room']",True
tennis ball,storage room,storage room,"['oven', 'attic', 'oven', 'storage room', 'house']",True
tennisracket,bedroom,closet,"['closet', 'bedroom', 'television room', 'oven', 'box']",False
tissuebox,living room,living room,"['living room', 'room', 'childs room', 'home office', 'can']",True
toaster,kitchen,kitchen,"['kitchen', 'attic', 'basement', 'trap', 'box']",True
toilet,bathroom,bathroom,"['storage room', 'bathroom', 'utility room', 'bar', 'attic']",True
toiletpaper,bathroom,bathroom,"['lobby', 'oven', 'basement', 'bathroom', 'garage']",True
toiletpaperhanger,bathroom,bathroom,"['exercise room', 'bathroom', 'television room', 'box', 'bedroom']",True
tomato,kitchen,kitchen,"['freezer', 'kitchen', 'attic', 'closet', 'cellar']",True
tomato soup can,childs room,cellar,"['cellar', 'bar', 'childs room', 'attic', 'bar']",False
toothbrush holder,kitchen,kitchen,"['room', 'kitchen', 'jar', 'basement', 'bar']",True
toothbrush pack,utility room,utility room,"['trap', 'box', 'can', 'attic', 'utility room']",True
towel,bathroom,bathroom,"['box', 'bathroom', 'freezer', 'bar', 'bar']",True
towelholder,bathroom,bathroom,"['childs room', 'television room', 'cellar', 'bedroom', 'bathroom']",True
toy,box,box,"['box', 'house', 'utility room', 'basement', 'freezer']",True
toy airplane,bedroom,box,"['oven', 'bedroom', 'cellar', 'box', 'attic']",False
toy animal,corridor,family room,"['can', 'family room', 'family room', 'corridor', 'box']",False
toy basketball,bedroom,bedroom,"['can', 'bedroom', 'room', 'basement', 'jar']",True
toy bowling set,pantry room,pantry room,"['can', 'cellar', 'freezer', 'can', 'pantry room']",True
toy construction set,pantry room,none,"['pantry room', 'trap', 'can', 'jar', 'house']",False
toy fishing,bedroom,bedroom,"['oven', 'bedroom', 'oven', 'cellar', 'freezer']",True
toy food,garage,cellar,"['cellar', 'attic', 'freezer', 'garage', 'cellar']",False
toy furniture set,utility room,family room,"['freezer', 'house', 'utility room', 'family room', 'cellar']",False
toy instrument,utility room,box,"['house', 'jar', 'box', 'utility room', 'oven']",False
toy kitchen set,utility room,family room,"['oven', 'can', 'dumpster', 'family room', 'utility room']",False
toy tool kit,utility room,utility room,"['oven', 'can', 'utility room', 'jar', 'house']",True
toy vehicle,bathroom,attic,"['house', 'bathroom', 'can', 'attic', 'bar']",False
tray,living room,living room,"['attic', 'house', 'bar', 'house', 'living room']",True
tumbler,garage,bar,"['family room', 'box', 'oven', 'garage', 'bar']",False
tv,family room,room,"['room', 'jar', 'living room', 'television room', 'family room']",False
tvstand,living room,living room,"['living room', 'childs room', 'room', 'room', 'storage room']",True
umbrella,home office,house,"['house', 'room', 'home office', 'basement', 'house']",False
usb drive,television room,family room,"['trap', 'basement', 'oven', 'family room', 'television room']",False
utensil holder,home office,none,"['dumpster', 'house', 'attic', 'box', 'home office']",False
vacuumcleaner,bedroom,garage,"['garage', 'bedroom', 'oven', 'corridor', 'dumpster']",False
vase,bedroom,bedroom,"['bedroom', 'basement', 'box', 'cellar', 'can']",True
video game,lobby,box,"['jar', 'lobby', 'trap', 'box', 'can']",False
vinyl tape,bathroom,room,"['bathroom', 'can', 'room', 'bar', 'trap']",False
virtual reality viewer,utility room,box,"['trap', 'utility room', 'box', 'oven', 'can']",False
wardrobe,room,room,"['freezer', 'jar', 'room', 'trap', 'dining room']",True
washcloth,exercise room,room,"['can', 'exercise room', 'bar', 'cellar', 'room']",False
waste basket,playroom,playroom,"['bar', 'playroom', 'trap', 'basement', 'basement']",True
watch,bedroom,bedroom,"['can', 'family room', 'basement', 'storage room', 'bedroom']",True
water bottle,bathroom,bathroom,"['can', 'bathroom', 'cellar', 'oven', 'oven']",True
wateringcan,living room,can,"['can', 'dumpster', 'trap', 'childs room', 'living room']",False
weight loss guide,childs room,box,"['basement', 'attic', 'childs room', 'house', 'box']",False
whale whistle,bedroom,jar,"['jar', 'bar', 'bedroom', 'jar', 'attic']",False
window,bathroom,lobby,"['jar', 'lobby', 'closet', 'bathroom', 'family room']",False
wine glass,kitchen,kitchen,"['oven', 'kitchen', 'pantry room', 'house', 'living room']",True
winebottle,kitchen,kitchen,"['jar', 'family room', 'playroom', 'oven', 'kitchen']",True
wipe warmer,closet,closet,"['box', 'dumpster', 'closet', 'oven', 'box']",True
wireless accessory,television room,television room,"['bar', 'basement', 'can', 'attic', 'television room']",True
xylitol sweetener,garage,box,"['garage', 'box', 'family room', 'house', 'cellar']",False
