object,correct_location,predicted_location,location_choices,correct_prediction
tea pods,lobby,jar,"['lobby', 'basement', 'attic', 'can', 'jar']",False
teapot,storage room,storage room,"['trap', 'storage room', 'box', 'basement', 'oven']",True
teddybear,bedroom,television room,"['childs room', 'bedroom', 'oven', 'house', 'television room']",False
television,bedroom,bedroom,"['childs room', 'bedroom', 'utility room', 'jar', 'freezer']",True
tennis ball,storage room,storage room,"['oven', 'oven', 'storage room', 'house', 'attic']",True
tennisracket,bedroom,closet,"['box', 'television room', 'closet', 'oven', 'bedroom']",False
tissuebox,living room,room,"['room', 'living room', 'home office', 'childs room', 'can']",False
toaster,kitchen,kitchen,"['kitchen', 'attic', 'basement', 'trap', 'box']",True
toilet,bathroom,bathroom,"['utility room', 'bar', 'bathroom', 'storage room', 'attic']",True
toiletpaper,bathroom,bathroom,"['lobby', 'oven', 'basement', 'bathroom', 'garage']",True
toiletpaperhanger,bathroom,bathroom,"['bedroom', 'television room', 'exercise room', 'box', 'bathroom']",True
tomato,kitchen,kitchen,"['kitchen', 'closet', 'cellar', 'freezer', 'attic']",True
tomato soup can,childs room,cellar,"['bar', 'bar', 'childs room', 'attic', 'cellar']",False
toothbrush holder,kitchen,room,"['room', 'basement', 'jar', 'bar', 'kitchen']",False
toothbrush pack,utility room,utility room,"['trap', 'utility room', 'attic', 'box', 'can']",True
towel,bathroom,bathroom,"['freezer', 'bathroom', 'bar', 'bar', 'box']",True
towelholder,bathroom,bathroom,"['childs room', 'cellar', 'television room', 'bathroom', 'bedroom']",True
toy,box,box,"['utility room', 'freezer', 'box', 'house', 'basement']",True
toy airplane,bedroom,bedroom,"['cellar', 'attic', 'oven', 'bedroom', 'box']",True
toy animal,corridor,family room,"['family room', 'box', 'family room', 'can', 'corridor']",False
toy basketball,bedroom,bedroom,"['basement', 'can', 'room', 'jar', 'bedroom']",True
toy bowling set,pantry room,cellar,"['freezer', 'cellar', 'can', 'pantry room', 'can']",False
toy construction set,pantry room,house,"['can', 'jar', 'house', 'trap', 'pantry room']",False
toy fishing,bedroom,bedroom,"['freezer', 'bedroom', 'cellar', 'oven', 'oven']",True
toy food,garage,garage,"['cellar', 'freezer', 'attic', 'cellar', 'garage']",True
toy furniture set,utility room,family room,"['house', 'cellar', 'freezer', 'utility room', 'family room']",False
toy instrument,utility room,box,"['oven', 'house', 'jar', 'utility room', 'box']",False
toy kitchen set,utility room,family room,"['oven', 'can', 'utility room', 'family room', 'dumpster']",False
toy tool kit,utility room,utility room,"['can', 'oven', 'house', 'jar', 'utility room']",True
toy vehicle,bathroom,house,"['attic', 'bathroom', 'can', 'bar', 'house']",False
tray,living room,living room,"['living room', 'attic', 'bar', 'house', 'house']",True
tumbler,garage,bar,"['family room', 'box', 'oven', 'garage', 'bar']",False
tv,family room,room,"['living room', 'room', 'family room', 'television room', 'jar']",False
tvstand,living room,room,"['room', 'childs room', 'room', 'storage room', 'living room']",False
umbrella,home office,basement,"['house', 'room', 'home office', 'house', 'basement']",False
usb drive,television room,family room,"['oven', 'family room', 'trap', 'basement', 'television room']",False
utensil holder,home office,home office,"['attic', 'home office', 'house', 'box', 'dumpster']",True
vacuumcleaner,bedroom,garage,"['oven', 'garage', 'corridor', 'dumpster', 'bedroom']",False
vase,bedroom,bedroom,"['bedroom', 'box', 'can', 'cellar', 'basement']",True
video game,lobby,box,"['lobby', 'trap', 'box', 'jar', 'can']",False
vinyl tape,bathroom,can,"['trap', 'bathroom', 'room', 'bar', 'can']",False
virtual reality viewer,utility room,box,"['can', 'trap', 'utility room', 'box', 'oven']",False
wardrobe,room,room,"['jar', 'room', 'freezer', 'dining room', 'trap']",True
washcloth,exercise room,room,"['cellar', 'bar', 'room', 'can', 'exercise room']",False
waste basket,playroom,playroom,"['basement', 'basement', 'trap', 'playroom', 'bar']",True
watch,bedroom,bedroom,"['bedroom', 'basement', 'storage room', 'family room', 'can']",True
water bottle,bathroom,bathroom,"['oven', 'bathroom', 'cellar', 'oven', 'can']",True
wateringcan,living room,living room,"['childs room', 'dumpster', 'can', 'living room', 'trap']",True
weight loss guide,childs room,house,"['attic', 'house', 'box', 'basement', 'childs room']",False
whale whistle,bedroom,bedroom,"['jar', 'jar', 'bar', 'attic', 'bedroom']",True
window,bathroom,family room,"['closet', 'bathroom', 'family room', 'jar', 'lobby']",False
wine glass,kitchen,kitchen,"['oven', 'kitchen', 'living room', 'house', 'pantry room']",True
winebottle,kitchen,kitchen,"['jar', 'oven', 'playroom', 'family room', 'kitchen']",True
wipe warmer,closet,closet,"['dumpster', 'box', 'oven', 'closet', 'box']",True
wireless accessory,television room,television room,"['television room', 'can', 'bar', 'attic', 'basement']",True
xylitol sweetener,garage,cellar,"['garage', 'cellar', 'box', 'family room', 'house']",False
