object,correct_location,predicted_location,location_choices,correct_prediction
tea pods,lobby,jar,"['lobby', 'can', 'jar', 'attic', 'basement']",False
teapot,storage room,storage room,"['box', 'basement', 'storage room', 'oven', 'trap']",True
teddybear,bedroom,none,"['television room', 'house', 'bedroom', 'childs room', 'oven']",False
television,bedroom,bedroom,"['freezer', 'childs room', 'utility room', 'jar', 'bedroom']",True
tennis ball,storage room,storage room,"['house', 'oven', 'storage room', 'attic', 'oven']",True
tennisracket,bedroom,closet,"['television room', 'closet', 'bedroom', 'oven', 'box']",False
tissuebox,living room,living room,"['home office', 'living room', 'can', 'room', 'childs room']",True
toaster,kitchen,kitchen,"['box', 'trap', 'attic', 'kitchen', 'basement']",True
toilet,bathroom,bathroom,"['utility room', 'bathroom', 'bar', 'storage room', 'attic']",True
toiletpaper,bathroom,bathroom,"['basement', 'garage', 'bathroom', 'lobby', 'oven']",True
toiletpaperhanger,bathroom,bathroom,"['bedroom', 'exercise room', 'television room', 'bathroom', 'box']",True
tomato,kitchen,kitchen,"['closet', 'cellar', 'freezer', 'attic', 'kitchen']",True
tomato soup can,childs room,cellar,"['cellar', 'bar', 'bar', 'attic', 'childs room']",False
toothbrush holder,kitchen,room,"['basement', 'room', 'bar', 'kitchen', 'jar']",False
toothbrush pack,utility room,utility room,"['trap', 'attic', 'can', 'utility room', 'box']",True
towel,bathroom,bathroom,"['bathroom', 'box', 'bar', 'freezer', 'bar']",True
towelholder,bathroom,bathroom,"['bedroom', 'bathroom', 'cellar', 'television room', 'childs room']",True
toy,box,box,"['freezer', 'utility room', 'box', 'house', 'basement']",True
toy airplane,bedroom,box,"['bedroom', 'attic', 'cellar', 'oven', 'box']",False
toy animal,corridor,family room,"['box', 'can', 'corridor', 'family room', 'family room']",False
toy basketball,bedroom,bedroom,"['bedroom', 'can', 'basement', 'room', 'jar']",True
toy bowling set,pantry room,pantry room,"['can', 'cellar', 'can', 'freezer', 'pantry room']",True
toy construction set,pantry room,house,"['house', 'can', 'pantry room', 'trap', 'jar']",False
toy fishing,bedroom,bedroom,"['oven', 'bedroom', 'cellar', 'oven', 'freezer']",True
toy food,garage,cellar,"['garage', 'attic', 'cellar', 'freezer', 'cellar']",False
toy furniture set,utility room,family room,"['house', 'utility room', 'cellar', 'freezer', 'family room']",False
toy instrument,utility room,box,"['house', 'jar', 'utility room', 'oven', 'box']",False
toy kitchen set,utility room,family room,"['utility room', 'dumpster', 'can', 'oven', 'family room']",False
toy tool kit,utility room,utility room,"['house', 'jar', 'utility room', 'oven', 'can']",True
toy vehicle,bathroom,house,"['house', 'can', 'attic', 'bar', 'bathroom']",False
tray,living room,bar,"['bar', 'living room', 'house', 'attic', 'house']",False
tumbler,garage,bar,"['bar', 'oven', 'family room', 'box', 'garage']",False
tv,family room,room,"['room', 'family room', 'jar', 'living room', 'television room']",False
tvstand,living room,room,"['storage room', 'room', 'room', 'childs room', 'living room']",False
umbrella,home office,home office,"['home office', 'house', 'house', 'basement', 'room']",True
usb drive,television room,family room,"['trap', 'family room', 'basement', 'oven', 'television room']",False
utensil holder,home office,home office,"['box', 'house', 'attic', 'dumpster', 'home office']",True
vacuumcleaner,bedroom,garage,"['dumpster', 'oven', 'bedroom', 'garage', 'corridor']",False
vase,bedroom,bedroom,"['cellar', 'basement', 'box', 'can', 'bedroom']",True
video game,lobby,box,"['can', 'box', 'trap', 'lobby', 'jar']",False
vinyl tape,bathroom,room,"['can', 'trap', 'bar', 'room', 'bathroom']",False
virtual reality viewer,utility room,box,"['box', 'oven', 'utility room', 'trap', 'can']",False
wardrobe,room,room,"['trap', 'dining room', 'room', 'jar', 'freezer']",True
washcloth,exercise room,room,"['exercise room', 'can', 'bar', 'room', 'cellar']",False
waste basket,playroom,playroom,"['trap', 'bar', 'basement', 'playroom', 'basement']",True
watch,bedroom,bedroom,"['storage room', 'basement', 'can', 'family room', 'bedroom']",True
water bottle,bathroom,bathroom,"['oven', 'bathroom', 'cellar', 'can', 'oven']",True
wateringcan,living room,can,"['can', 'living room', 'dumpster', 'childs room', 'trap']",False
weight loss guide,childs room,house,"['basement', 'box', 'house', 'childs room', 'attic']",False
whale whistle,bedroom,jar,"['bedroom', 'attic', 'jar', 'bar', 'jar']",False
window,bathroom,lobby,"['bathroom', 'family room', 'lobby', 'closet', 'jar']",False
wine glass,kitchen,living room,"['pantry room', 'house', 'living room', 'oven', 'kitchen']",False
winebottle,kitchen,kitchen,"['jar', 'oven', 'playroom', 'kitchen', 'family room']",True
wipe warmer,closet,closet,"['dumpster', 'box', 'box', 'closet', 'oven']",True
wireless accessory,television room,television room,"['basement', 'television room', 'bar', 'can', 'attic']",True
xylitol sweetener,garage,box,"['box', 'house', 'family room', 'cellar', 'garage']",False
