object,correct_location,predicted_location,location_choices,correct_prediction
tea pods,lobby,lobby,"['basement', 'lobby', 'can', 'attic', 'jar']",True
teapot,storage room,storage room,"['storage room', 'trap', 'basement', 'oven', 'box']",True
teddybear,bedroom,bedroom,"['oven', 'childs room', 'house', 'bedroom', 'television room']",True
television,bedroom,bedroom,"['freezer', 'jar', 'bedroom', 'utility room', 'childs room']",True
tennis ball,storage room,storage room,"['oven', 'oven', 'attic', 'house', 'storage room']",True
tennisracket,bedroom,closet,"['box', 'bedroom', 'oven', 'closet', 'television room']",False
tissuebox,living room,room,"['room', 'living room', 'home office', 'can', 'childs room']",False
toaster,kitchen,kitchen,"['basement', 'kitchen', 'box', 'trap', 'attic']",True
toilet,bathroom,bathroom,"['utility room', 'bathroom', 'attic', 'bar', 'storage room']",True
toiletpaper,bathroom,bathroom,"['bathroom', 'basement', 'oven', 'garage', 'lobby']",True
toiletpaperhanger,bathroom,bathroom,"['box', 'exercise room', 'bathroom', 'television room', 'bedroom']",True
tomato,kitchen,kitchen,"['closet', 'kitchen', 'freezer', 'attic', 'cellar']",True
tomato soup can,childs room,cellar,"['cellar', 'bar', 'childs room', 'attic', 'bar']",False
toothbrush holder,kitchen,room,"['room', 'basement', 'kitchen', 'bar', 'jar']",False
toothbrush pack,utility room,utility room,"['attic', 'can', 'utility room', 'box', 'trap']",True
towel,bathroom,bathroom,"['bathroom', 'bar', 'box', 'bar', 'freezer']",True
towelholder,bathroom,bathroom,"['bathroom', 'childs room', 'television room', 'bedroom', 'cellar']",True
toy,box,house,"['box', 'house', 'utility room', 'freezer', 'basement']",False
toy airplane,bedroom,bedroom,"['bedroom', 'cellar', 'oven', 'attic', 'box']",True
toy animal,corridor,family room,"['family room', 'box', 'family room', 'can', 'corridor']",False
toy basketball,bedroom,bedroom,"['room', 'can', 'jar', 'basement', 'bedroom']",True
toy bowling set,pantry room,pantry room,"['freezer', 'can', 'cellar', 'can', 'pantry room']",True
toy construction set,pantry room,house,"['trap', 'pantry room', 'house', 'jar', 'can']",False
toy fishing,bedroom,bedroom,"['bedroom', 'oven', 'oven', 'freezer', 'cellar']",True
toy food,garage,cellar,"['freezer', 'attic', 'cellar', 'garage', 'cellar']",False
toy furniture set,utility room,family room,"['house', 'cellar', 'utility room', 'freezer', 'family room']",False
toy instrument,utility room,box,"['box', 'utility room', 'jar', 'house', 'oven']",False
toy kitchen set,utility room,family room,"['can', 'dumpster', 'utility room', 'family room', 'oven']",False
toy tool kit,utility room,house,"['house', 'jar', 'oven', 'utility room', 'can']",False
toy vehicle,bathroom,house,"['bathroom', 'bar', 'can', 'house', 'attic']",False
tray,living room,bar,"['house', 'bar', 'house', 'attic', 'living room']",False
tumbler,garage,bar,"['family room', 'garage', 'bar', 'oven', 'box']",False
tv,family room,room,"['family room', 'jar', 'room', 'television room', 'living room']",False
tvstand,living room,room,"['storage room', 'room', 'room', 'living room', 'childs room']",False
umbrella,home office,house,"['basement', 'home office', 'house', 'room', 'house']",False
usb drive,television room,family room,"['family room', 'oven', 'trap', 'television room', 'basement']",False
utensil holder,home office,house,"['box', 'home office', 'attic', 'dumpster', 'house']",False
vacuumcleaner,bedroom,corridor,"['bedroom', 'corridor', 'dumpster', 'garage', 'oven']",False
vase,bedroom,bedroom,"['can', 'bedroom', 'cellar', 'basement', 'box']",True
video game,lobby,box,"['trap', 'box', 'jar', 'can', 'lobby']",False
vinyl tape,bathroom,room,"['can', 'bathroom', 'trap', 'bar', 'room']",False
virtual reality viewer,utility room,utility room,"['trap', 'can', 'oven', 'box', 'utility room']",True
wardrobe,room,room,"['jar', 'freezer', 'trap', 'dining room', 'room']",True
washcloth,exercise room,exercise room,"['can', 'exercise room', 'room', 'bar', 'cellar']",True
waste basket,playroom,bar,"['basement', 'bar', 'basement', 'trap', 'playroom']",False
watch,bedroom,bedroom,"['bedroom', 'can', 'basement', 'family room', 'storage room']",True
water bottle,bathroom,bathroom,"['oven', 'bathroom', 'can', 'oven', 'cellar']",True
wateringcan,living room,can,"['can', 'childs room', 'trap', 'dumpster', 'living room']",False
weight loss guide,childs room,house,"['house', 'box', 'childs room', 'attic', 'basement']",False
whale whistle,bedroom,bedroom,"['attic', 'bar', 'jar', 'jar', 'bedroom']",True
window,bathroom,family room,"['closet', 'lobby', 'family room', 'bathroom', 'jar']",False
wine glass,kitchen,living room,"['kitchen', 'oven', 'house', 'living room', 'pantry room']",False
winebottle,kitchen,kitchen,"['kitchen', 'playroom', 'oven', 'family room', 'jar']",True
wipe warmer,closet,closet,"['closet', 'box', 'dumpster', 'oven', 'box']",True
wireless accessory,television room,television room,"['can', 'attic', 'bar', 'basement', 'television room']",True
xylitol sweetener,garage,house,"['house', 'garage', 'family room', 'cellar', 'box']",False
