object,correct_location,predicted_location,location_choices,correct_prediction
tea can pack,kitchen,kitchen,"['kitchen', 'attic', 'house', 'basement', 'box']",True
tea pods,lobby,jar,"['basement', 'lobby', 'can', 'attic', 'jar']",False
teapot,storage room,storage room,"['basement', 'trap', 'oven', 'storage room', 'box']",True
teddybear,bedroom,childs room,"['childs room', 'oven', 'bedroom', 'house', 'television room']",False
television,bedroom,bedroom,"['bedroom', 'utility room', 'freezer', 'childs room', 'jar']",True
tennis ball,storage room,storage room,"['oven', 'storage room', 'oven', 'attic', 'house']",True
tennisracket,bedroom,closet,"['bedroom', 'box', 'television room', 'oven', 'closet']",False
tissuebox,living room,room,"['can', 'home office', 'childs room', 'room', 'living room']",False
toaster,kitchen,kitchen,"['basement', 'box', 'kitchen', 'attic', 'trap']",True
toilet,bathroom,bathroom,"['attic', 'utility room', 'bathroom', 'bar', 'storage room']",True
toiletpaper,bathroom,bathroom,"['oven', 'basement', 'garage', 'lobby', 'bathroom']",True
toiletpaperhanger,bathroom,bathroom,"['television room', 'bedroom', 'exercise room', 'bathroom', 'box']",True
tomato,kitchen,kitchen,"['freezer', 'attic', 'kitchen', 'closet', 'cellar']",True
tomato soup can,childs room,cellar,"['bar', 'cellar', 'attic', 'childs room', 'bar']",False
toothbrush holder,kitchen,room,"['kitchen', 'bar', 'room', 'jar', 'basement']",False
toothbrush pack,utility room,utility room,"['box', 'can', 'attic', 'trap', 'utility room']",True
towel,bathroom,bathroom,"['bar', 'freezer', 'box', 'bar', 'bathroom']",True
towelholder,bathroom,bathroom,"['childs room', 'bathroom', 'television room', 'bedroom', 'cellar']",True
toy,box,box,"['freezer', 'house', 'utility room', 'box', 'basement']",True
toy airplane,bedroom,bedroom,"['box', 'bedroom', 'oven', 'cellar', 'attic']",True
toy animal,corridor,family room,"['box', 'can', 'family room', 'family room', 'corridor']",False
toy basketball,bedroom,bedroom,"['room', 'jar', 'bedroom', 'basement', 'can']",True
toy bowling set,pantry room,cellar,"['freezer', 'pantry room', 'can', 'can', 'cellar']",False
toy construction set,pantry room,house,"['jar', 'trap', 'house', 'can', 'pantry room']",False
toy fishing,bedroom,bedroom,"['oven', 'cellar', 'bedroom', 'oven', 'freezer']",True
toy food,garage,cellar,"['freezer', 'garage', 'attic', 'cellar', 'cellar']",False
toy furniture set,utility room,family room,"['family room', 'cellar', 'house', 'freezer', 'utility room']",False
toy instrument,utility room,box,"['utility room', 'oven', 'box', 'jar', 'house']",False
toy kitchen set,utility room,family room,"['utility room', 'family room', 'oven', 'dumpster', 'can']",False
toy tool kit,utility room,utility room,"['house', 'can', 'jar', 'utility room', 'oven']",True
toy vehicle,bathroom,house,"['house', 'can', 'bar', 'attic', 'bathroom']",False
tray,living room,bar,"['house', 'living room', 'bar', 'attic', 'house']",False
tumbler,garage,bar,"['family room', 'oven', 'bar', 'box', 'garage']",False
tv,family room,television room,"['jar', 'television room', 'room', 'living room', 'family room']",False
tvstand,living room,living room,"['living room', 'room', 'room', 'storage room', 'childs room']",True
umbrella,home office,house,"['basement', 'home office', 'house', 'house', 'room']",False
usb drive,television room,family room,"['trap', 'television room', 'oven', 'basement', 'family room']",False
utensil holder,home office,home office,"['house', 'dumpster', 'attic', 'box', 'home office']",True
vacuumcleaner,bedroom,garage,"['garage', 'bedroom', 'corridor', 'oven', 'dumpster']",False
vase,bedroom,bedroom,"['bedroom', 'basement', 'can', 'cellar', 'box']",True
video game,lobby,box,"['box', 'trap', 'jar', 'can', 'lobby']",False
vinyl tape,bathroom,bar,"['bar', 'can', 'room', 'trap', 'bathroom']",False
virtual reality viewer,utility room,utility room,"['box', 'can', 'oven', 'trap', 'utility room']",True
wardrobe,room,room,"['trap', 'room', 'jar', 'freezer', 'dining room']",True
washcloth,exercise room,room,"['exercise room', 'cellar', 'room', 'can', 'bar']",False
waste basket,playroom,playroom,"['basement', 'playroom', 'basement', 'bar', 'trap']",True
watch,bedroom,bedroom,"['bedroom', 'family room', 'storage room', 'can', 'basement']",True
water bottle,bathroom,bathroom,"['can', 'cellar', 'oven', 'bathroom', 'oven']",True
wateringcan,living room,living room,"['dumpster', 'childs room', 'living room', 'trap', 'can']",True
weight loss guide,childs room,house,"['attic', 'childs room', 'box', 'basement', 'house']",False
whale whistle,bedroom,attic,"['jar', 'bar', 'attic', 'jar', 'bedroom']",False
window,bathroom,closet,"['jar', 'lobby', 'bathroom', 'family room', 'closet']",False
wine glass,kitchen,living room,"['house', 'living room', 'pantry room', 'kitchen', 'oven']",False
winebottle,kitchen,kitchen,"['jar', 'kitchen', 'playroom', 'oven', 'family room']",True
wipe warmer,closet,closet,"['dumpster', 'oven', 'closet', 'box', 'box']",True
wireless accessory,television room,television room,"['bar', 'basement', 'attic', 'television room', 'can']",True
xylitol sweetener,garage,none,"['box', 'family room', 'garage', 'cellar', 'house']",False
