object,correct_location,predicted_location,location_choices,correct_prediction
tea pods,lobby,jar,"['lobby', 'attic', 'jar', 'basement', 'can']",False
teapot,storage room,storage room,"['box', 'basement', 'trap', 'storage room', 'oven']",True
teddybear,bedroom,house,"['television room', 'childs room', 'oven', 'bedroom', 'house']",False
television,bedroom,bedroom,"['utility room', 'childs room', 'bedroom', 'jar', 'freezer']",True
tennis ball,storage room,storage room,"['house', 'oven', 'oven', 'storage room', 'attic']",True
tennisracket,bedroom,closet,"['bedroom', 'box', 'oven', 'television room', 'closet']",False
tissuebox,living room,room,"['childs room', 'home office', 'can', 'room', 'living room']",False
toaster,kitchen,kitchen,"['box', 'basement', 'kitchen', 'trap', 'attic']",True
toilet,bathroom,bathroom,"['utility room', 'storage room', 'bar', 'attic', 'bathroom']",True
toiletpaper,bathroom,bathroom,"['garage', 'oven', 'basement', 'lobby', 'bathroom']",True
toiletpaperhanger,bathroom,bathroom,"['exercise room', 'television room', 'bathroom', 'box', 'bedroom']",True
tomato,kitchen,kitchen,"['closet', 'kitchen', 'freezer', 'cellar', 'attic']",True
tomato soup can,childs room,cellar,"['attic', 'bar', 'cellar', 'bar', 'childs room']",False
toothbrush holder,kitchen,room,"['room', 'basement', 'jar', 'kitchen', 'bar']",False
toothbrush pack,utility room,box,"['box', 'trap', 'attic', 'utility room', 'can']",False
towel,bathroom,bathroom,"['bar', 'bathroom', 'box', 'freezer', 'bar']",True
towelholder,bathroom,bathroom,"['television room', 'bathroom', 'cellar', 'bedroom', 'childs room']",True
toy,box,box,"['basement', 'utility room', 'house', 'freezer', 'box']",True
toy airplane,bedroom,bedroom,"['bedroom', 'attic', 'cellar', 'box', 'oven']",True
toy animal,corridor,box,"['box', 'can', 'corridor', 'family room', 'family room']",False
toy basketball,bedroom,bedroom,"['room', 'can', 'basement', 'bedroom', 'jar']",True
toy bowling set,pantry room,pantry room,"['can', 'pantry room', 'cellar', 'can', 'freezer']",True
toy construction set,pantry room,house,"['can', 'pantry room', 'trap', 'jar', 'house']",False
toy fishing,bedroom,bedroom,"['oven', 'freezer', 'bedroom', 'oven', 'cellar']",True
toy food,garage,cellar,"['freezer', 'cellar', 'garage', 'cellar', 'attic']",False
toy furniture set,utility room,family room,"['family room', 'utility room', 'house', 'freezer', 'cellar']",False
toy instrument,utility room,box,"['box', 'house', 'jar', 'utility room', 'oven']",False
toy kitchen set,utility room,family room,"['dumpster', 'utility room', 'oven', 'can', 'family room']",False
toy tool kit,utility room,utility room,"['oven', 'jar', 'can', 'house', 'utility room']",True
toy vehicle,bathroom,house,"['can', 'house', 'bar', 'bathroom', 'attic']",False
tray,living room,living room,"['living room', 'house', 'house', 'bar', 'attic']",True
tumbler,garage,bar,"['garage', 'box', 'bar', 'oven', 'family room']",False
tv,family room,television room,"['television room', 'room', 'family room', 'jar', 'living room']",False
tvstand,living room,living room,"['storage room', 'living room', 'room', 'room', 'childs room']",True
umbrella,home office,house,"['house', 'room', 'home office', 'house', 'basement']",False
usb drive,television room,family room,"['trap', 'family room', 'basement', 'television room', 'oven']",False
utensil holder,home office,house,"['home office', 'dumpster', 'box', 'attic', 'house']",False
vacuumcleaner,bedroom,garage,"['bedroom', 'garage', 'oven', 'dumpster', 'corridor']",False
vase,bedroom,bedroom,"['bedroom', 'can', 'basement', 'cellar', 'box']",True
video game,lobby,box,"['can', 'trap', 'lobby', 'box', 'jar']",False
vinyl tape,bathroom,can,"['bathroom', 'bar', 'room', 'trap', 'can']",False
virtual reality viewer,utility room,box,"['can', 'utility room', 'box', 'oven', 'trap']",False
wardrobe,room,room,"['freezer', 'room', 'dining room', 'trap', 'jar']",True
washcloth,exercise room,room,"['bar', 'room', 'can', 'exercise room', 'cellar']",False
waste basket,playroom,playroom,"['bar', 'basement', 'trap', 'basement', 'playroom']",True
watch,bedroom,bedroom,"['family room', 'storage room', 'bedroom', 'can', 'basement']",True
water bottle,bathroom,bathroom,"['bathroom', 'oven', 'cellar', 'can', 'oven']",True
wateringcan,living room,can,"['childs room', 'can', 'living room', 'dumpster', 'trap']",False
weight loss guide,childs room,box,"['house', 'box', 'basement', 'childs room', 'attic']",False
whale whistle,bedroom,attic,"['bar', 'jar', 'bedroom', 'jar', 'attic']",False
window,bathroom,family room,"['lobby', 'bathroom', 'family room', 'closet', 'jar']",False
wine glass,kitchen,kitchen,"['kitchen', 'oven', 'pantry room', 'living room', 'house']",True
winebottle,kitchen,kitchen,"['kitchen', 'family room', 'playroom', 'jar', 'oven']",True
wipe warmer,closet,closet,"['box', 'oven', 'dumpster', 'box', 'closet']",True
wireless accessory,television room,television room,"['can', 'bar', 'attic', 'television room', 'basement']",True
xylitol sweetener,garage,box,"['family room', 'box', 'garage', 'house', 'cellar']",False
