object,correct_location,predicted_location,location_choices,correct_prediction
tea can pack,kitchen,kitchen,"['basement', 'kitchen', 'attic', 'box', 'house']",True
tea pods,lobby,jar,"['lobby', 'basement', 'attic', 'jar', 'can']",False
teapot,storage room,storage room,"['basement', 'oven', 'storage room', 'box', 'trap']",True
teddybear,bedroom,childs room,"['oven', 'house', 'childs room', 'bedroom', 'television room']",False
television,bedroom,bedroom,"['bedroom', 'childs room', 'utility room', 'jar', 'freezer']",True
tennis ball,storage room,storage room,"['oven', 'house', 'storage room', 'oven', 'attic']",True
tennisracket,bedroom,closet,"['bedroom', 'television room', 'closet', 'box', 'oven']",False
tissuebox,living room,living room,"['can', 'living room', 'room', 'childs room', 'home office']",True
toaster,kitchen,kitchen,"['trap', 'attic', 'basement', 'kitchen', 'box']",True
toilet,bathroom,bathroom,"['bathroom', 'storage room', 'bar', 'utility room', 'attic']",True
toiletpaper,bathroom,bathroom,"['bathroom', 'lobby', 'basement', 'oven', 'garage']",True
toiletpaperhanger,bathroom,bathroom,"['bedroom', 'box', 'bathroom', 'exercise room', 'television room']",True
tomato,kitchen,kitchen,"['kitchen', 'attic', 'closet', 'freezer', 'cellar']",True
tomato soup can,childs room,cellar,"['cellar', 'childs room', 'bar', 'bar', 'attic']",False
toothbrush holder,kitchen,bathroom,"['bar', 'room', 'jar', 'basement', 'kitchen']",False
toothbrush pack,utility room,utility room,"['box', 'can', 'attic', 'utility room', 'trap']",True
towel,bathroom,bathroom,"['bathroom', 'bar', 'bar', 'freezer', 'box']",True
towelholder,bathroom,bathroom,"['bathroom', 'childs room', 'television room', 'bedroom', 'cellar']",True
toy,box,box,"['house', 'freezer', 'box', 'basement', 'utility room']",True
toy airplane,bedroom,box,"['bedroom', 'oven', 'attic', 'cellar', 'box']",False
toy animal,corridor,family room,"['family room', 'corridor', 'can', 'family room', 'box']",False
toy basketball,bedroom,bedroom,"['bedroom', 'can', 'jar', 'basement', 'room']",True
toy bowling set,pantry room,cellar,"['can', 'cellar', 'pantry room', 'freezer', 'can']",False
toy construction set,pantry room,house,"['house', 'can', 'pantry room', 'trap', 'jar']",False
toy fishing,bedroom,bedroom,"['oven', 'cellar', 'oven', 'bedroom', 'freezer']",True
toy food,garage,freezer,"['freezer', 'cellar', 'garage', 'cellar', 'attic']",False
toy furniture set,utility room,family room,"['family room', 'freezer', 'house', 'utility room', 'cellar']",False
toy instrument,utility room,box,"['jar', 'house', 'box', 'utility room', 'oven']",False
toy kitchen set,utility room,family room,"['family room', 'dumpster', 'utility room', 'can', 'oven']",False
toy tool kit,utility room,utility room,"['jar', 'can', 'house', 'utility room', 'oven']",True
toy vehicle,bathroom,house,"['bathroom', 'bar', 'house', 'can', 'attic']",False
tray,living room,living room,"['attic', 'house', 'living room', 'bar', 'house']",True
tumbler,garage,bar,"['bar', 'family room', 'box', 'oven', 'garage']",False
tv,family room,living room,"['television room', 'jar', 'room', 'living room', 'family room']",False
tvstand,living room,living room,"['childs room', 'storage room', 'room', 'room', 'living room']",True
umbrella,home office,room,"['home office', 'basement', 'room', 'house', 'house']",False
usb drive,television room,family room,"['family room', 'basement', 'oven', 'trap', 'television room']",False
utensil holder,home office,home office,"['dumpster', 'box', 'house', 'home office', 'attic']",True
vacuumcleaner,bedroom,garage,"['dumpster', 'oven', 'garage', 'corridor', 'bedroom']",False
vase,bedroom,bedroom,"['box', 'cellar', 'bedroom', 'can', 'basement']",True
video game,lobby,box,"['jar', 'can', 'box', 'lobby', 'trap']",False
vinyl tape,bathroom,bar,"['bathroom', 'room', 'bar', 'can', 'trap']",False
virtual reality viewer,utility room,box,"['trap', 'can', 'oven', 'box', 'utility room']",False
wardrobe,room,room,"['dining room', 'freezer', 'jar', 'trap', 'room']",True
washcloth,exercise room,room,"['can', 'exercise room', 'room', 'cellar', 'bar']",False
waste basket,playroom,basement,"['bar', 'trap', 'playroom', 'basement', 'basement']",False
watch,bedroom,bedroom,"['bedroom', 'can', 'family room', 'storage room', 'basement']",True
water bottle,bathroom,bathroom,"['oven', 'can', 'cellar', 'oven', 'bathroom']",True
wateringcan,living room,living room,"['can', 'dumpster', 'living room', 'childs room', 'trap']",True
weight loss guide,childs room,house,"['basement', 'house', 'childs room', 'attic', 'box']",False
whale whistle,bedroom,attic,"['jar', 'bar', 'bedroom', 'jar', 'attic']",False
window,bathroom,family room,"['closet', 'jar', 'family room', 'bathroom', 'lobby']",False
wine glass,kitchen,kitchen,"['living room', 'kitchen', 'pantry room', 'house', 'oven']",True
winebottle,kitchen,kitchen,"['family room', 'kitchen', 'jar', 'oven', 'playroom']",True
wipe warmer,closet,closet,"['closet', 'box', 'oven', 'dumpster', 'box']",True
wireless accessory,television room,television room,"['can', 'television room', 'bar', 'attic', 'basement']",True
xylitol sweetener,garage,box,"['family room', 'house', 'cellar', 'garage', 'box']",False
