object,correct_location,predicted_location,location_choices,correct_prediction
tea can pack,kitchen,kitchen,"['house', 'attic', 'box', 'basement', 'kitchen']",True
tea pods,lobby,jar,"['lobby', 'basement', 'jar', 'attic', 'can']",False
teapot,storage room,storage room,"['oven', 'basement', 'storage room', 'trap', 'box']",True
teddybear,bedroom,none,"['childs room', 'bedroom', 'television room', 'house', 'oven']",False
television,bedroom,bedroom,"['utility room', 'freezer', 'jar', 'bedroom', 'childs room']",True
tennis ball,storage room,storage room,"['house', 'oven', 'attic', 'oven', 'storage room']",True
tennisracket,bedroom,bedroom,"['box', 'bedroom', 'television room', 'closet', 'oven']",True
tissuebox,living room,room,"['room', 'childs room', 'home office', 'can', 'living room']",False
toaster,kitchen,kitchen,"['basement', 'box', 'trap', 'attic', 'kitchen']",True
toilet,bathroom,bathroom,"['bar', 'utility room', 'storage room', 'attic', 'bathroom']",True
toiletpaper,bathroom,bathroom,"['bathroom', 'basement', 'garage', 'lobby', 'oven']",True
toiletpaperhanger,bathroom,bathroom,"['television room', 'bathroom', 'bedroom', 'exercise room', 'box']",True
tomato,kitchen,kitchen,"['attic', 'closet', 'kitchen', 'freezer', 'cellar']",True
tomato soup can,childs room,cellar,"['attic', 'bar', 'cellar', 'bar', 'childs room']",False
toothbrush holder,kitchen,kitchen,"['bar', 'kitchen', 'room', 'jar', 'basement']",True
toothbrush pack,utility room,utility room,"['trap', 'box', 'can', 'utility room', 'attic']",True
towel,bathroom,bathroom,"['bar', 'bathroom', 'bar', 'box', 'freezer']",True
towelholder,bathroom,bathroom,"['bedroom', 'television room', 'bathroom', 'cellar', 'childs room']",True
toy,box,box,"['house', 'basement', 'utility room', 'freezer', 'box']",True
toy airplane,bedroom,bedroom,"['cellar', 'bedroom', 'box', 'attic', 'oven']",True
toy animal,corridor,family room,"['can', 'corridor', 'box', 'family room', 'family room']",False
toy basketball,bedroom,bedroom,"['jar', 'basement', 'bedroom', 'room', 'can']",True
toy bowling set,pantry room,cellar,"['pantry room', 'cellar', 'can', 'freezer', 'can']",False
toy construction set,pantry room,house,"['pantry room', 'jar', 'house', 'can', 'trap']",False
toy fishing,bedroom,bedroom,"['cellar', 'freezer', 'oven', 'bedroom', 'oven']",True
toy food,garage,cellar,"['garage', 'attic', 'cellar', 'cellar', 'freezer']",False
toy furniture set,utility room,family room,"['house', 'freezer', 'cellar', 'utility room', 'family room']",False
toy instrument,utility room,box,"['utility room', 'oven', 'box', 'house', 'jar']",False
toy kitchen set,utility room,family room,"['can', 'utility room', 'dumpster', 'oven', 'family room']",False
toy tool kit,utility room,utility room,"['jar', 'utility room', 'oven', 'can', 'house']",True
toy vehicle,bathroom,house,"['house', 'can', 'attic', 'bathroom', 'bar']",False
tray,living room,bar,"['attic', 'bar', 'house', 'living room', 'house']",False
tumbler,garage,bar,"['garage', 'box', 'oven', 'bar', 'family room']",False
tv,family room,room,"['jar', 'room', 'television room', 'living room', 'family room']",False
tvstand,living room,room,"['room', 'room', 'living room', 'storage room', 'childs room']",False
umbrella,home office,house,"['house', 'basement', 'home office', 'house', 'room']",False
usb drive,television room,family room,"['trap', 'family room', 'basement', 'television room', 'oven']",False
utensil holder,home office,home office,"['attic', 'house', 'dumpster', 'box', 'home office']",True
vacuumcleaner,bedroom,garage,"['bedroom', 'oven', 'garage', 'dumpster', 'corridor']",False
vase,bedroom,bedroom,"['box', 'bedroom', 'cellar', 'basement', 'can']",True
video game,lobby,box,"['trap', 'jar', 'box', 'lobby', 'can']",False
vinyl tape,bathroom,room,"['bathroom', 'can', 'bar', 'room', 'trap']",False
virtual reality viewer,utility room,box,"['oven', 'can', 'utility room', 'trap', 'box']",False
wardrobe,room,room,"['dining room', 'freezer', 'jar', 'trap', 'room']",True
washcloth,exercise room,room,"['room', 'cellar', 'bar', 'can', 'exercise room']",False
waste basket,playroom,playroom,"['bar', 'trap', 'basement', 'basement', 'playroom']",True
watch,bedroom,bedroom,"['bedroom', 'basement', 'family room', 'can', 'storage room']",True
water bottle,bathroom,bathroom,"['oven', 'oven', 'bathroom', 'can', 'cellar']",True
wateringcan,living room,living room,"['living room', 'can', 'trap', 'dumpster', 'childs room']",True
weight loss guide,childs room,house,"['house', 'box', 'attic', 'childs room', 'basement']",False
whale whistle,bedroom,bar,"['bar', 'jar', 'jar', 'bedroom', 'attic']",False
window,bathroom,lobby,"['jar', 'lobby', 'closet', 'bathroom', 'family room']",False
wine glass,kitchen,kitchen,"['oven', 'house', 'living room', 'kitchen', 'pantry room']",True
winebottle,kitchen,kitchen,"['kitchen', 'oven', 'family room', 'playroom', 'jar']",True
wipe warmer,closet,closet,"['dumpster', 'oven', 'box', 'box', 'closet']",True
wireless accessory,television room,television room,"['bar', 'television room', 'can', 'basement', 'attic']",True
xylitol sweetener,garage,box,"['family room', 'garage', 'box', 'house', 'cellar']",False
