object,correct_location,predicted_location,location_choices,correct_prediction
tea can pack,kitchen,kitchen,"['basement', 'box', 'attic', 'house', 'kitchen']",True
tea pods,lobby,jar,"['basement', 'attic', 'can', 'jar', 'lobby']",False
teapot,storage room,storage room,"['oven', 'basement', 'storage room', 'box', 'trap']",True
teddybear,bedroom,childs room,"['house', 'bedroom', 'childs room', 'television room', 'oven']",False
television,bedroom,bedroom,"['utility room', 'childs room', 'jar', 'bedroom', 'freezer']",True
tennis ball,storage room,storage room,"['oven', 'house', 'attic', 'oven', 'storage room']",True
tennisracket,bedroom,closet,"['box', 'oven', 'closet', 'bedroom', 'television room']",False
tissuebox,living room,room,"['room', 'home office', 'living room', 'can', 'childs room']",False
toaster,kitchen,kitchen,"['box', 'trap', 'kitchen', 'attic', 'basement']",True
toilet,bathroom,bathroom,"['attic', 'bar', 'storage room', 'utility room', 'bathroom']",True
toiletpaper,bathroom,bathroom,"['basement', 'garage', 'oven', 'bathroom', 'lobby']",True
toiletpaperhanger,bathroom,bathroom,"['television room', 'box', 'exercise room', 'bedroom', 'bathroom']",True
tomato,kitchen,kitchen,"['closet', 'freezer', 'cellar', 'kitchen', 'attic']",True
tomato soup can,childs room,cellar,"['bar', 'cellar', 'attic', 'bar', 'childs room']",False
toothbrush holder,kitchen,room,"['bar', 'jar', 'room', 'basement', 'kitchen']",False
toothbrush pack,utility room,box,"['box', 'can', 'attic', 'trap', 'utility room']",False
towel,bathroom,bathroom,"['box', 'freezer', 'bar', 'bar', 'bathroom']",True
towelholder,bathroom,bathroom,"['television room', 'cellar', 'bathroom', 'bedroom', 'childs room']",True
toy,box,box,"['box', 'freezer', 'utility room', 'basement', 'house']",True
toy airplane,bedroom,bedroom,"['attic', 'box', 'oven', 'cellar', 'bedroom']",True
toy animal,corridor,box,"['corridor', 'box', 'can', 'family room', 'family room']",False
toy basketball,bedroom,bedroom,"['jar', 'basement', 'can', 'room', 'bedroom']",True
toy bowling set,pantry room,pantry room,"['cellar', 'freezer', 'pantry room', 'can', 'can']",True
toy construction set,pantry room,house,"['house', 'pantry room', 'jar', 'can', 'trap']",False
toy fishing,bedroom,bedroom,"['oven', 'cellar', 'freezer', 'bedroom', 'oven']",True
toy food,garage,cellar,"['freezer', 'cellar', 'cellar', 'garage', 'attic']",False
toy furniture set,utility room,family room,"['house', 'freezer', 'utility room', 'cellar', 'family room']",False
toy instrument,utility room,box,"['jar', 'utility room', 'box', 'house', 'oven']",False
toy kitchen set,utility room,family room,"['family room', 'utility room', 'oven', 'can', 'dumpster']",False
toy tool kit,utility room,utility room,"['jar', 'utility room', 'oven', 'can', 'house']",True
toy vehicle,bathroom,house,"['house', 'can', 'bar', 'attic', 'bathroom']",False
tray,living room,living room,"['attic', 'house', 'house', 'bar', 'living room']",True
tumbler,garage,bar,"['bar', 'box', 'family room', 'oven', 'garage']",False
tv,family room,room,"['jar', 'room', 'family room', 'television room', 'living room']",False
tvstand,living room,room,"['storage room', 'room', 'childs room', 'room', 'living room']",False
umbrella,home office,house,"['room', 'basement', 'house', 'house', 'home office']",False
usb drive,television room,family room,"['trap', 'basement', 'television room', 'family room', 'oven']",False
utensil holder,home office,house,"['box', 'house', 'attic', 'home office', 'dumpster']",False
vacuumcleaner,bedroom,garage,"['oven', 'corridor', 'bedroom', 'dumpster', 'garage']",False
vase,bedroom,bedroom,"['box', 'cellar', 'bedroom', 'basement', 'can']",True
video game,lobby,box,"['trap', 'can', 'jar', 'lobby', 'box']",False
vinyl tape,bathroom,room,"['bathroom', 'room', 'trap', 'bar', 'can']",False
virtual reality viewer,utility room,box,"['utility room', 'trap', 'can', 'oven', 'box']",False
wardrobe,room,room,"['trap', 'freezer', 'jar', 'dining room', 'room']",True
washcloth,exercise room,room,"['room', 'can', 'bar', 'exercise room', 'cellar']",False
waste basket,playroom,playroom,"['bar', 'playroom', 'basement', 'trap', 'basement']",True
watch,bedroom,bedroom,"['bedroom', 'basement', 'storage room', 'family room', 'can']",True
water bottle,bathroom,cellar,"['cellar', 'can', 'oven', 'bathroom', 'oven']",False
wateringcan,living room,living room,"['dumpster', 'childs room', 'trap', 'can', 'living room']",True
weight loss guide,childs room,house,"['box', 'basement', 'childs room', 'attic', 'house']",False
whale whistle,bedroom,attic,"['jar', 'bar', 'jar', 'attic', 'bedroom']",False
window,bathroom,family room,"['closet', 'bathroom', 'lobby', 'jar', 'family room']",False
wine glass,kitchen,kitchen,"['pantry room', 'kitchen', 'house', 'oven', 'living room']",True
winebottle,kitchen,kitchen,"['jar', 'family room', 'kitchen', 'playroom', 'oven']",True
wipe warmer,closet,closet,"['dumpster', 'box', 'closet', 'box', 'oven']",True
wireless accessory,television room,television room,"['can', 'bar', 'television room', 'attic', 'basement']",True
xylitol sweetener,garage,cellar,"['box', 'garage', 'family room', 'house', 'cellar']",False
