object,correct_location,predicted_location,location_choices,correct_prediction
tea can pack,kitchen,kitchen,"['attic', 'kitchen', 'basement', 'house', 'box']",True
tea pods,lobby,jar,"['attic', 'basement', 'can', 'lobby', 'jar']",False
teapot,storage room,storage room,"['basement', 'storage room', 'oven', 'box', 'trap']",True
teddybear,bedroom,childs room,"['house', 'childs room', 'television room', 'oven', 'bedroom']",False
television,bedroom,bedroom,"['jar', 'utility room', 'freezer', 'childs room', 'bedroom']",True
tennis ball,storage room,storage room,"['house', 'oven', 'oven', 'storage room', 'attic']",True
tennisracket,bedroom,closet,"['bedroom', 'television room', 'box', 'oven', 'closet']",False
tissuebox,living room,living room,"['can', 'childs room', 'room', 'living room', 'home office']",True
toaster,kitchen,kitchen,"['basement', 'kitchen', 'attic', 'box', 'trap']",True
toilet,bathroom,bathroom,"['utility room', 'attic', 'bar', 'storage room', 'bathroom']",True
toiletpaper,bathroom,bathroom,"['garage', 'oven', 'lobby', 'basement', 'bathroom']",True
toiletpaperhanger,bathroom,bathroom,"['television room', 'box', 'exercise room', 'bathroom', 'bedroom']",True
tomato,kitchen,kitchen,"['cellar', 'freezer', 'attic', 'closet', 'kitchen']",True
tomato soup can,childs room,cellar,"['bar', 'childs room', 'cellar', 'attic', 'bar']",False
toothbrush holder,kitchen,kitchen,"['basement', 'bar', 'jar', 'kitchen', 'room']",True
toothbrush pack,utility room,utility room,"['utility room', 'attic', 'trap', 'box', 'can']",True
towel,bathroom,bathroom,"['bar', 'bathroom', 'box', 'freezer', 'bar']",True
towelholder,bathroom,bathroom,"['bathroom', 'childs room', 'television room', 'bedroom', 'cellar']",True
toy,box,box,"['basement', 'freezer', 'utility room', 'box', 'house']",True
toy airplane,bedroom,bedroom,"['box', 'attic', 'oven', 'bedroom', 'cellar']",True
toy animal,corridor,family room,"['box', 'can', 'corridor', 'family room', 'family room']",False
toy basketball,bedroom,bedroom,"['jar', 'room', 'bedroom', 'can', 'basement']",True
toy bowling set,pantry room,pantry room,"['pantry room', 'can', 'cellar', 'freezer', 'can']",True
toy construction set,pantry room,pantry room,"['can', 'pantry room', 'house', 'jar', 'trap']",True
toy fishing,bedroom,bedroom,"['bedroom', 'freezer', 'cellar', 'oven', 'oven']",True
toy food,garage,cellar,"['attic', 'freezer', 'garage', 'cellar', 'cellar']",False
toy furniture set,utility room,family room,"['family room', 'freezer', 'house', 'utility room', 'cellar']",False
toy instrument,utility room,box,"['house', 'box', 'jar', 'oven', 'utility room']",False
toy kitchen set,utility room,family room,"['oven', 'family room', 'utility room', 'dumpster', 'can']",False
toy tool kit,utility room,utility room,"['utility room', 'can', 'jar', 'house', 'oven']",True
toy vehicle,bathroom,house,"['house', 'bathroom', 'attic', 'can', 'bar']",False
tray,living room,living room,"['attic', 'house', 'house', 'living room', 'bar']",True
tumbler,garage,bar,"['box', 'bar', 'family room', 'oven', 'garage']",False
tv,family room,television room,"['jar', 'living room', 'television room', 'family room', 'room']",False
tvstand,living room,living room,"['storage room', 'living room', 'childs room', 'room', 'room']",True
umbrella,home office,house,"['house', 'home office', 'room', 'basement', 'house']",False
usb drive,television room,family room,"['basement', 'oven', 'television room', 'family room', 'trap']",False
utensil holder,home office,house,"['box', 'home office', 'attic', 'dumpster', 'house']",False
vacuumcleaner,bedroom,garage,"['bedroom', 'corridor', 'garage', 'oven', 'dumpster']",False
vase,bedroom,basement,"['bedroom', 'can', 'cellar', 'basement', 'box']",False
video game,lobby,box,"['trap', 'can', 'jar', 'box', 'lobby']",False
vinyl tape,bathroom,room,"['bathroom', 'can', 'room', 'bar', 'trap']",False
virtual reality viewer,utility room,utility room,"['box', 'trap', 'oven', 'can', 'utility room']",True
wardrobe,room,room,"['dining room', 'room', 'jar', 'freezer', 'trap']",True
washcloth,exercise room,room,"['can', 'exercise room', 'room', 'cellar', 'bar']",False
waste basket,playroom,basement,"['trap', 'playroom', 'basement', 'basement', 'bar']",False
watch,bedroom,bedroom,"['storage room', 'bedroom', 'can', 'family room', 'basement']",True
water bottle,bathroom,bathroom,"['cellar', 'bathroom', 'can', 'oven', 'oven']",True
wateringcan,living room,can,"['trap', 'childs room', 'can', 'living room', 'dumpster']",False
weight loss guide,childs room,box,"['childs room', 'basement', 'attic', 'box', 'house']",False
whale whistle,bedroom,jar,"['jar', 'bedroom', 'bar', 'attic', 'jar']",False
window,bathroom,family room,"['bathroom', 'closet', 'family room', 'jar', 'lobby']",False
wine glass,kitchen,kitchen,"['oven', 'pantry room', 'kitchen', 'living room', 'house']",True
winebottle,kitchen,kitchen,"['playroom', 'jar', 'oven', 'family room', 'kitchen']",True
wipe warmer,closet,closet,"['closet', 'box', 'dumpster', 'oven', 'box']",True
wireless accessory,television room,television room,"['can', 'basement', 'attic', 'television room', 'bar']",True
xylitol sweetener,garage,box,"['box', 'family room', 'garage', 'house', 'cellar']",False
