object,correct_location,predicted_location,location_choices,correct_prediction
tea pods,lobby,jar,"['jar', 'basement', 'lobby', 'can', 'attic']",False
teapot,storage room,storage room,"['basement', 'oven', 'trap', 'storage room', 'box']",True
teddybear,bedroom,childs room,"['house', 'oven', 'childs room', 'television room', 'bedroom']",False
television,bedroom,bedroom,"['freezer', 'utility room', 'jar', 'bedroom', 'childs room']",True
tennis ball,storage room,storage room,"['storage room', 'house', 'oven', 'attic', 'oven']",True
tennisracket,bedroom,closet,"['box', 'bedroom', 'closet', 'oven', 'television room']",False
tissuebox,living room,living room,"['childs room', 'room', 'home office', 'can', 'living room']",True
toaster,kitchen,kitchen,"['attic', 'trap', 'basement', 'box', 'kitchen']",True
toilet,bathroom,bathroom,"['utility room', 'bathroom', 'storage room', 'bar', 'attic']",True
toiletpaper,bathroom,bathroom,"['bathroom', 'garage', 'basement', 'oven', 'lobby']",True
toiletpaperhanger,bathroom,bathroom,"['bathroom', 'bedroom', 'television room', 'exercise room', 'box']",True
tomato,kitchen,kitchen,"['attic', 'closet', 'cellar', 'freezer', 'kitchen']",True
tomato soup can,childs room,cellar,"['cellar', 'bar', 'bar', 'attic', 'childs room']",False
toothbrush holder,kitchen,room,"['jar', 'kitchen', 'bar', 'room', 'basement']",False
toothbrush pack,utility room,utility room,"['attic', 'trap', 'utility room', 'can', 'box']",True
towel,bathroom,bathroom,"['bathroom', 'freezer', 'box', 'bar', 'bar']",True
towelholder,bathroom,bathroom,"['television room', 'cellar', 'bedroom', 'bathroom', 'childs room']",True
toy,box,box,"['utility room', 'house', 'basement', 'box', 'freezer']",True
toy airplane,bedroom,box,"['bedroom', 'oven', 'cellar', 'box', 'attic']",False
toy animal,corridor,box,"['family room', 'box', 'family room', 'corridor', 'can']",False
toy basketball,bedroom,room,"['can', 'jar', 'basement', 'room', 'bedroom']",False
toy bowling set,pantry room,cellar,"['freezer', 'pantry room', 'can', 'can', 'cellar']",False
toy construction set,pantry room,pantry room,"['can', 'jar', 'pantry room', 'house', 'trap']",True
toy fishing,bedroom,bedroom,"['oven', 'cellar', 'bedroom', 'oven', 'freezer']",True
toy food,garage,cellar,"['garage', 'freezer', 'cellar', 'cellar', 'attic']",False
toy furniture set,utility room,family room,"['family room', 'cellar', 'house', 'utility room', 'freezer']",False
toy instrument,utility room,box,"['house', 'utility room', 'jar', 'oven', 'box']",False
toy kitchen set,utility room,family room,"['dumpster', 'oven', 'utility room', 'can', 'family room']",False
toy tool kit,utility room,utility room,"['oven', 'jar', 'house', 'can', 'utility room']",True
toy vehicle,bathroom,attic,"['house', 'bar', 'attic', 'can', 'bathroom']",False
tray,living room,bar,"['bar', 'attic', 'house', 'living room', 'house']",False
tumbler,garage,bar,"['garage', 'oven', 'box', 'bar', 'family room']",False
tv,family room,living room,"['family room', 'living room', 'television room', 'jar', 'room']",False
tvstand,living room,living room,"['storage room', 'living room', 'childs room', 'room', 'room']",True
umbrella,home office,house,"['house', 'basement', 'home office', 'house', 'room']",False
usb drive,television room,family room,"['basement', 'oven', 'trap', 'family room', 'television room']",False
utensil holder,home office,house,"['house', 'box', 'home office', 'dumpster', 'attic']",False
vacuumcleaner,bedroom,garage,"['dumpster', 'oven', 'bedroom', 'garage', 'corridor']",False
vase,bedroom,bedroom,"['basement', 'bedroom', 'box', 'cellar', 'can']",True
video game,lobby,box,"['trap', 'box', 'jar', 'can', 'lobby']",False
vinyl tape,bathroom,room,"['room', 'can', 'trap', 'bar', 'bathroom']",False
virtual reality viewer,utility room,utility room,"['can', 'oven', 'box', 'utility room', 'trap']",True
wardrobe,room,room,"['jar', 'room', 'freezer', 'dining room', 'trap']",True
washcloth,exercise room,room,"['room', 'bar', 'cellar', 'exercise room', 'can']",False
waste basket,playroom,basement,"['bar', 'basement', 'playroom', 'basement', 'trap']",False
watch,bedroom,bedroom,"['storage room', 'family room', 'bedroom', 'basement', 'can']",True
water bottle,bathroom,bathroom,"['cellar', 'can', 'oven', 'bathroom', 'oven']",True
wateringcan,living room,can,"['living room', 'childs room', 'trap', 'dumpster', 'can']",False
weight loss guide,childs room,house,"['basement', 'house', 'box', 'childs room', 'attic']",False
whale whistle,bedroom,jar,"['bedroom', 'attic', 'jar', 'jar', 'bar']",False
window,bathroom,lobby,"['closet', 'family room', 'jar', 'lobby', 'bathroom']",False
wine glass,kitchen,kitchen,"['oven', 'living room', 'pantry room', 'house', 'kitchen']",True
winebottle,kitchen,kitchen,"['jar', 'family room', 'playroom', 'kitchen', 'oven']",True
wipe warmer,closet,closet,"['oven', 'box', 'box', 'closet', 'dumpster']",True
wireless accessory,television room,television room,"['can', 'attic', 'television room', 'basement', 'bar']",True
xylitol sweetener,garage,house,"['garage', 'box', 'house', 'cellar', 'family room']",False
