object,correct_location,predicted_location,location_choices,correct_prediction
surface saver ring,exercise room,bar,"['basement', 'trap', 'bar', 'exercise room', 'oven']",False
sushi mat,exercise room,room,"['exercise room', 'jar', 'room', 'trap', 'attic']",False
table,bedroom,home office,"['playroom', 'bedroom', 'home office', 'pantry room', 'jar']",False
table lamp,dining room,dining room,"['attic', 'dining room', 'jar', 'dumpster', 'box']",True
tablet,pantry room,box,"['pantry room', 'freezer', 'box', 'house', 'freezer']",False
tablet holder,dining room,dining room,"['dining room', 'house', 'jar', 'can', 'jar']",True
tablet stand,playroom,playroom,"['dumpster', 'playroom', 'jar', 'freezer', 'freezer']",True
tabletopdecor,bedroom,bedroom,"['exercise room', 'exercise room', 'bedroom', 'bar', 'dumpster']",True
tampon,childs room,house,"['childs room', 'can', 'house', 'can', 'attic']",False
tea can pack,kitchen,kitchen,"['kitchen', 'box', 'attic', 'basement', 'house']",True
tea pods,lobby,jar,"['can', 'jar', 'basement', 'attic', 'lobby']",False
teapot,storage room,storage room,"['trap', 'storage room', 'basement', 'oven', 'box']",True
teddybear,bedroom,childs room,"['childs room', 'oven', 'house', 'bedroom', 'television room']",False
television,bedroom,bedroom,"['jar', 'utility room', 'freezer', 'childs room', 'bedroom']",True
tennis ball,storage room,storage room,"['attic', 'house', 'oven', 'oven', 'storage room']",True
tennisracket,bedroom,closet,"['closet', 'television room', 'oven', 'box', 'bedroom']",False
tissuebox,living room,living room,"['room', 'living room', 'can', 'childs room', 'home office']",True
toaster,kitchen,kitchen,"['box', 'basement', 'kitchen', 'trap', 'attic']",True
toilet,bathroom,bathroom,"['bar', 'storage room', 'utility room', 'bathroom', 'attic']",True
toiletpaper,bathroom,bathroom,"['lobby', 'oven', 'garage', 'basement', 'bathroom']",True
toiletpaperhanger,bathroom,bathroom,"['exercise room', 'bathroom', 'bedroom', 'box', 'television room']",True
tomato,kitchen,kitchen,"['cellar', 'kitchen', 'closet', 'attic', 'freezer']",True
tomato soup can,childs room,cellar,"['cellar', 'bar', 'attic', 'childs room', 'bar']",False
toothbrush holder,kitchen,"bathroom (not listed, but implied as most suitable), however since it's not an option: room","['bar', 'room', 'kitchen', 'jar', 'basement']",False
toothbrush pack,utility room,utility room,"['attic', 'trap', 'box', 'utility room', 'can']",True
towel,bathroom,bathroom,"['box', 'bar', 'bathroom', 'freezer', 'bar']",True
towelholder,bathroom,bathroom,"['childs room', 'television room', 'cellar', 'bathroom', 'bedroom']",True
toy,box,box,"['utility room', 'freezer', 'box', 'basement', 'house']",True
toy airplane,bedroom,bedroom,"['box', 'cellar', 'attic', 'oven', 'bedroom']",True
toy animal,corridor,family room,"['corridor', 'family room', 'family room', 'can', 'box']",False
toy basketball,bedroom,bedroom,"['jar', 'bedroom', 'can', 'basement', 'room']",True
toy bowling set,pantry room,cellar,"['cellar', 'can', 'pantry room', 'can', 'freezer']",False
toy construction set,pantry room,house,"['pantry room', 'house', 'jar', 'trap', 'can']",False
toy fishing,bedroom,bedroom,"['oven', 'oven', 'cellar', 'bedroom', 'freezer']",True
toy food,garage,"none of the given locations seem suitable for a toy food item. however, if i had to choose one, i would say: attic","['garage', 'freezer', 'cellar', 'attic', 'cellar']",False
toy furniture set,utility room,family room,"['utility room', 'freezer', 'family room', 'house', 'cellar']",False
toy instrument,utility room,box,"['house', 'jar', 'box', 'oven', 'utility room']",False
toy kitchen set,utility room,family room,"['can', 'family room', 'dumpster', 'oven', 'utility room']",False
toy tool kit,utility room,utility room,"['utility room', 'house', 'can', 'jar', 'oven']",True
toy vehicle,bathroom,house,"['bathroom', 'attic', 'can', 'house', 'bar']",False
tray,living room,living room,"['house', 'bar', 'house', 'attic', 'living room']",True
tumbler,garage,bar,"['bar', 'garage', 'oven', 'box', 'family room']",False
tv,family room,television room,"['family room', 'living room', 'jar', 'television room', 'room']",False
tvstand,living room,living room,"['living room', 'storage room', 'room', 'room', 'childs room']",True
umbrella,home office,room,"['home office', 'house', 'room', 'house', 'basement']",False
usb drive,television room,television room,"['trap', 'oven', 'television room', 'family room', 'basement']",True
utensil holder,home office,"kitchen (not listed, but implied as most suitable), however since it's not an option: house","['home office', 'attic', 'house', 'dumpster', 'box']",False
vacuumcleaner,bedroom,garage,"['corridor', 'bedroom', 'garage', 'oven', 'dumpster']",False
vase,bedroom,bedroom,"['bedroom', 'can', 'basement', 'box', 'cellar']",True
video game,lobby,box,"['jar', 'can', 'box', 'lobby', 'trap']",False
vinyl tape,bathroom,room,"['bar', 'can', 'room', 'bathroom', 'trap']",False
virtual reality viewer,utility room,utility room,"['box', 'trap', 'can', 'oven', 'utility room']",True
wardrobe,room,dining room,"['trap', 'jar', 'dining room', 'room', 'freezer']",False
washcloth,exercise room,room,"['can', 'cellar', 'exercise room', 'room', 'bar']",False
waste basket,playroom,basement,"['basement', 'playroom', 'trap', 'bar', 'basement']",False
watch,bedroom,bedroom,"['basement', 'bedroom', 'family room', 'storage room', 'can']",True
water bottle,bathroom,cellar,"['bathroom', 'oven', 'can', 'oven', 'cellar']",False
wateringcan,living room,living room,"['can', 'dumpster', 'living room', 'trap', 'childs room']",True
weight loss guide,childs room,box,"['basement', 'box', 'house', 'childs room', 'attic']",False
whale whistle,bedroom,bar,"['jar', 'bedroom', 'bar', 'jar', 'attic']",False
window,bathroom,family room,"['family room', 'closet', 'lobby', 'jar', 'bathroom']",False
wine glass,kitchen,kitchen,"['oven', 'house', 'living room', 'pantry room', 'kitchen']",True
winebottle,kitchen,kitchen,"['jar', 'playroom', 'family room', 'kitchen', 'oven']",True
wipe warmer,closet,closet,"['box', 'oven', 'dumpster', 'box', 'closet']",True
wireless accessory,television room,television room,"['television room', 'can', 'bar', 'attic', 'basement']",True
xylitol sweetener,garage,box,"['house', 'garage', 'box', 'family room', 'cellar']",False
