object,correct_location,predicted_location,location_choices,correct_prediction
tea pods,lobby,jar,"['attic', 'lobby', 'can', 'basement', 'jar']",False
teapot,storage room,storage room,"['basement', 'box', 'storage room', 'trap', 'oven']",True
teddybear,bedroom,childs room,"['television room', 'oven', 'bedroom', 'house', 'childs room']",False
television,bedroom,bedroom,"['childs room', 'freezer', 'bedroom', 'jar', 'utility room']",True
tennis ball,storage room,storage room,"['oven', 'storage room', 'attic', 'house', 'oven']",True
tennisracket,bedroom,closet,"['closet', 'bedroom', 'oven', 'television room', 'box']",False
tissuebox,living room,living room,"['home office', 'living room', 'can', 'room', 'childs room']",True
toaster,kitchen,kitchen,"['trap', 'basement', 'box', 'attic', 'kitchen']",True
toilet,bathroom,bathroom,"['utility room', 'bathroom', 'bar', 'attic', 'storage room']",True
toiletpaper,bathroom,bathroom,"['oven', 'lobby', 'garage', 'bathroom', 'basement']",True
toiletpaperhanger,bathroom,bathroom,"['box', 'bathroom', 'television room', 'exercise room', 'bedroom']",True
tomato,kitchen,kitchen,"['closet', 'attic', 'freezer', 'kitchen', 'cellar']",True
tomato soup can,childs room,cellar,"['childs room', 'bar', 'bar', 'cellar', 'attic']",False
toothbrush holder,kitchen,room,"['room', 'kitchen', 'bar', 'jar', 'basement']",False
toothbrush pack,utility room,utility room,"['attic', 'trap', 'box', 'can', 'utility room']",True
towel,bathroom,bathroom,"['bathroom', 'bar', 'freezer', 'box', 'bar']",True
towelholder,bathroom,bathroom,"['television room', 'bedroom', 'childs room', 'bathroom', 'cellar']",True
toy,box,box,"['basement', 'house', 'box', 'freezer', 'utility room']",True
toy airplane,bedroom,bedroom,"['oven', 'bedroom', 'box', 'cellar', 'attic']",True
toy animal,corridor,family room,"['box', 'family room', 'corridor', 'family room', 'can']",False
toy basketball,bedroom,basement,"['room', 'basement', 'jar', 'bedroom', 'can']",False
toy bowling set,pantry room,pantry room,"['can', 'freezer', 'can', 'pantry room', 'cellar']",True
toy construction set,pantry room,house,"['pantry room', 'trap', 'can', 'house', 'jar']",False
toy fishing,bedroom,bedroom,"['freezer', 'cellar', 'bedroom', 'oven', 'oven']",True
toy food,garage,freezer,"['cellar', 'attic', 'cellar', 'garage', 'freezer']",False
toy furniture set,utility room,family room,"['cellar', 'freezer', 'family room', 'house', 'utility room']",False
toy instrument,utility room,box,"['house', 'box', 'oven', 'utility room', 'jar']",False
toy kitchen set,utility room,family room,"['oven', 'dumpster', 'utility room', 'can', 'family room']",False
toy tool kit,utility room,utility room,"['oven', 'utility room', 'house', 'can', 'jar']",True
toy vehicle,bathroom,house,"['attic', 'can', 'bar', 'house', 'bathroom']",False
tray,living room,bar,"['house', 'attic', 'living room', 'bar', 'house']",False
tumbler,garage,bar,"['oven', 'bar', 'garage', 'box', 'family room']",False
tv,family room,television room,"['living room', 'jar', 'television room', 'room', 'family room']",False
tvstand,living room,room,"['childs room', 'room', 'living room', 'storage room', 'room']",False
umbrella,home office,room,"['basement', 'home office', 'room', 'house', 'house']",False
usb drive,television room,family room,"['television room', 'family room', 'basement', 'trap', 'oven']",False
utensil holder,home office,house,"['box', 'house', 'attic', 'dumpster', 'home office']",False
vacuumcleaner,bedroom,garage,"['bedroom', 'oven', 'corridor', 'dumpster', 'garage']",False
vase,bedroom,bedroom,"['basement', 'bedroom', 'box', 'can', 'cellar']",True
video game,lobby,box,"['can', 'jar', 'trap', 'lobby', 'box']",False
vinyl tape,bathroom,bar,"['room', 'trap', 'bar', 'bathroom', 'can']",False
virtual reality viewer,utility room,box,"['oven', 'box', 'can', 'trap', 'utility room']",False
wardrobe,room,room,"['room', 'freezer', 'jar', 'dining room', 'trap']",True
washcloth,exercise room,room,"['bar', 'can', 'exercise room', 'cellar', 'room']",False
waste basket,playroom,basement,"['trap', 'basement', 'bar', 'playroom', 'basement']",False
watch,bedroom,bedroom,"['bedroom', 'storage room', 'basement', 'can', 'family room']",True
water bottle,bathroom,bathroom,"['bathroom', 'can', 'oven', 'cellar', 'oven']",True
wateringcan,living room,can,"['trap', 'childs room', 'dumpster', 'living room', 'can']",False
weight loss guide,childs room,house,"['box', 'house', 'basement', 'attic', 'childs room']",False
whale whistle,bedroom,bar,"['bedroom', 'jar', 'jar', 'bar', 'attic']",False
window,bathroom,family room,"['bathroom', 'family room', 'closet', 'lobby', 'jar']",False
wine glass,kitchen,kitchen,"['kitchen', 'house', 'pantry room', 'oven', 'living room']",True
winebottle,kitchen,kitchen,"['kitchen', 'playroom', 'jar', 'oven', 'family room']",True
wipe warmer,closet,closet,"['box', 'closet', 'dumpster', 'box', 'oven']",True
wireless accessory,television room,television room,"['television room', 'basement', 'can', 'bar', 'attic']",True
xylitol sweetener,garage,box,"['box', 'garage', 'family room', 'house', 'cellar']",False
