object,correct_location,predicted_location,location_choices,correct_prediction
tea pods,lobby,jar,"['attic', 'basement', 'lobby', 'can', 'jar']",False
teapot,storage room,box,"['oven', 'basement', 'box', 'storage room', 'trap']",False
teddybear,bedroom,none,"['bedroom', 'house', 'oven', 'television room', 'childs room']",False
television,bedroom,bedroom,"['bedroom', 'jar', 'childs room', 'freezer', 'utility room']",True
tennis ball,storage room,house,"['oven', 'house', 'oven', 'attic', 'storage room']",False
tennisracket,bedroom,closet,"['closet', 'oven', 'television room', 'bedroom', 'box']",False
tissuebox,living room,room,"['living room', 'home office', 'can', 'childs room', 'room']",False
toaster,kitchen,kitchen,"['kitchen', 'box', 'basement', 'attic', 'trap']",True
toilet,bathroom,bathroom,"['bar', 'storage room', 'bathroom', 'attic', 'utility room']",True
toiletpaper,bathroom,bathroom,"['basement', 'bathroom', 'lobby', 'garage', 'oven']",True
toiletpaperhanger,bathroom,bathroom,"['television room', 'bedroom', 'bathroom', 'box', 'exercise room']",True
tomato,kitchen,kitchen,"['attic', 'cellar', 'kitchen', 'freezer', 'closet']",True
tomato soup can,childs room,cellar,"['childs room', 'bar', 'cellar', 'bar', 'attic']",False
toothbrush holder,kitchen,room,"['room', 'bar', 'jar', 'kitchen', 'basement']",False
toothbrush pack,utility room,box,"['can', 'attic', 'trap', 'utility room', 'box']",False
towel,bathroom,bathroom,"['bar', 'bathroom', 'box', 'bar', 'freezer']",True
towelholder,bathroom,bathroom,"['bathroom', 'bedroom', 'television room', 'cellar', 'childs room']",True
toy,box,box,"['basement', 'box', 'utility room', 'house', 'freezer']",True
toy airplane,bedroom,bedroom,"['cellar', 'attic', 'bedroom', 'box', 'oven']",True
toy animal,corridor,family room,"['can', 'family room', 'family room', 'box', 'corridor']",False
toy basketball,bedroom,basement,"['can', 'jar', 'room', 'bedroom', 'basement']",False
toy bowling set,pantry room,pantry room,"['freezer', 'cellar', 'can', 'can', 'pantry room']",True
toy construction set,pantry room,house,"['house', 'trap', 'can', 'pantry room', 'jar']",False
toy fishing,bedroom,bedroom,"['cellar', 'bedroom', 'freezer', 'oven', 'oven']",True
toy food,garage,garage,"['freezer', 'attic', 'garage', 'cellar', 'cellar']",True
toy furniture set,utility room,family room,"['freezer', 'house', 'family room', 'utility room', 'cellar']",False
toy instrument,utility room,house,"['jar', 'house', 'box', 'utility room', 'oven']",False
toy kitchen set,utility room,family room,"['oven', 'dumpster', 'family room', 'can', 'utility room']",False
toy tool kit,utility room,utility room,"['house', 'can', 'oven', 'jar', 'utility room']",True
toy vehicle,bathroom,house,"['can', 'attic', 'house', 'bar', 'bathroom']",False
tray,living room,bar,"['house', 'bar', 'house', 'attic', 'living room']",False
tumbler,garage,bar,"['oven', 'family room', 'box', 'garage', 'bar']",False
tv,family room,room,"['room', 'family room', 'living room', 'television room', 'jar']",False
tvstand,living room,living room,"['childs room', 'living room', 'room', 'storage room', 'room']",True
umbrella,home office,house,"['home office', 'basement', 'room', 'house', 'house']",False
usb drive,television room,family room,"['television room', 'family room', 'trap', 'basement', 'oven']",False
utensil holder,home office,house,"['attic', 'box', 'house', 'dumpster', 'home office']",False
vacuumcleaner,bedroom,garage,"['bedroom', 'garage', 'oven', 'dumpster', 'corridor']",False
vase,bedroom,bedroom,"['bedroom', 'basement', 'box', 'cellar', 'can']",True
video game,lobby,box,"['lobby', 'jar', 'trap', 'box', 'can']",False
vinyl tape,bathroom,room,"['room', 'trap', 'can', 'bar', 'bathroom']",False
virtual reality viewer,utility room,box,"['box', 'can', 'trap', 'oven', 'utility room']",False
wardrobe,room,room,"['freezer', 'dining room', 'jar', 'trap', 'room']",True
washcloth,exercise room,room,"['cellar', 'can', 'room', 'exercise room', 'bar']",False
waste basket,playroom,bar,"['playroom', 'bar', 'trap', 'basement', 'basement']",False
watch,bedroom,bedroom,"['bedroom', 'basement', 'family room', 'can', 'storage room']",True
water bottle,bathroom,bathroom,"['oven', 'cellar', 'oven', 'bathroom', 'can']",True
wateringcan,living room,living room,"['childs room', 'living room', 'dumpster', 'can', 'trap']",True
weight loss guide,childs room,house,"['basement', 'childs room', 'house', 'attic', 'box']",False
whale whistle,bedroom,bar,"['bar', 'jar', 'bedroom', 'jar', 'attic']",False
window,bathroom,family room,"['closet', 'family room', 'bathroom', 'jar', 'lobby']",False
wine glass,kitchen,living room,"['pantry room', 'living room', 'house', 'kitchen', 'oven']",False
winebottle,kitchen,kitchen,"['kitchen', 'jar', 'playroom', 'family room', 'oven']",True
wipe warmer,closet,closet,"['dumpster', 'closet', 'oven', 'box', 'box']",True
wireless accessory,television room,television room,"['attic', 'basement', 'bar', 'can', 'television room']",True
xylitol sweetener,garage,house,"['house', 'family room', 'garage', 'cellar', 'box']",False
