object,correct_location,predicted_location,location_choices,correct_prediction
table,bedroom,home office,"['jar', 'home office', 'playroom', 'bedroom', 'pantry room']",False
table lamp,dining room,dining room,"['attic', 'jar', 'dining room', 'box', 'dumpster']",True
tablet,pantry room,box,"['freezer', 'pantry room', 'house', 'box', 'freezer']",False
tablet holder,dining room,dining room,"['jar', 'dining room', 'jar', 'can', 'house']",True
tablet stand,playroom,playroom,"['dumpster', 'playroom', 'freezer', 'freezer', 'jar']",True
tabletopdecor,bedroom,bedroom,"['exercise room', 'exercise room', 'bedroom', 'dumpster', 'bar']",True
tampon,childs room,"bathroom (not listed, but implied as the most suitable location for a tampon)","['attic', 'house', 'childs room', 'can', 'can']",False
tea can pack,kitchen,kitchen,"['box', 'kitchen', 'basement', 'house', 'attic']",True
tea pods,lobby,jar,"['jar', 'basement', 'lobby', 'can', 'attic']",False
teapot,storage room,storage room,"['box', 'oven', 'storage room', 'basement', 'trap']",True
teddybear,bedroom,childs room,"['oven', 'house', 'television room', 'childs room', 'bedroom']",False
television,bedroom,bedroom,"['utility room', 'bedroom', 'childs room', 'freezer', 'jar']",True
tennis ball,storage room,storage room,"['storage room', 'oven', 'attic', 'house', 'oven']",True
tennisracket,bedroom,closet,"['box', 'oven', 'closet', 'television room', 'bedroom']",False
tissuebox,living room,living room,"['childs room', 'room', 'can', 'living room', 'home office']",True
toaster,kitchen,kitchen,"['trap', 'kitchen', 'basement', 'box', 'attic']",True
toilet,bathroom,bathroom,"['bar', 'bathroom', 'utility room', 'attic', 'storage room']",True
toiletpaper,bathroom,bathroom,"['oven', 'garage', 'bathroom', 'basement', 'lobby']",True
toiletpaperhanger,bathroom,bathroom,"['exercise room', 'television room', 'bathroom', 'box', 'bedroom']",True
tomato,kitchen,kitchen,"['freezer', 'kitchen', 'cellar', 'attic', 'closet']",True
tomato soup can,childs room,cellar,"['attic', 'cellar', 'childs room', 'bar', 'bar']",False
toothbrush holder,kitchen,bathroom,"['room', 'jar', 'kitchen', 'basement', 'bar']",False
toothbrush pack,utility room,box,"['trap', 'can', 'attic', 'box', 'utility room']",False
towel,bathroom,bathroom,"['bar', 'freezer', 'bathroom', 'box', 'bar']",True
towelholder,bathroom,bathroom,"['cellar', 'bedroom', 'television room', 'bathroom', 'childs room']",True
toy,box,box,"['house', 'box', 'basement', 'freezer', 'utility room']",True
toy airplane,bedroom,bedroom,"['bedroom', 'cellar', 'attic', 'box', 'oven']",True
toy animal,corridor,family room,"['box', 'can', 'family room', 'family room', 'corridor']",False
toy basketball,bedroom,basement,"['can', 'jar', 'basement', 'bedroom', 'room']",False
toy bowling set,pantry room,cellar,"['can', 'freezer', 'cellar', 'can', 'pantry room']",False
toy construction set,pantry room,house,"['pantry room', 'jar', 'can', 'trap', 'house']",False
toy fishing,bedroom,bedroom,"['bedroom', 'cellar', 'freezer', 'oven', 'oven']",True
toy food,garage,"none of the given locations seem suitable for a toy food item. however, if i had to choose one, i would say: attic","['freezer', 'cellar', 'attic', 'cellar', 'garage']",False
toy furniture set,utility room,family room,"['house', 'cellar', 'family room', 'utility room', 'freezer']",False
toy instrument,utility room,box,"['box', 'utility room', 'oven', 'house', 'jar']",False
toy kitchen set,utility room,family room,"['family room', 'utility room', 'can', 'dumpster', 'oven']",False
toy tool kit,utility room,utility room,"['can', 'jar', 'oven', 'house', 'utility room']",True
toy vehicle,bathroom,house,"['house', 'bathroom', 'attic', 'can', 'bar']",False
tray,living room,living room,"['house', 'attic', 'house', 'bar', 'living room']",True
tumbler,garage,bar,"['garage', 'bar', 'oven', 'box', 'family room']",False
tv,family room,television room,"['family room', 'living room', 'television room', 'jar', 'room']",False
tvstand,living room,living room,"['storage room', 'childs room', 'room', 'room', 'living room']",True
umbrella,home office,room,"['house', 'house', 'room', 'basement', 'home office']",False
usb drive,television room,television room,"['trap', 'basement', 'television room', 'oven', 'family room']",True
utensil holder,home office,home office,"['attic', 'box', 'house', 'dumpster', 'home office']",True
vacuumcleaner,bedroom,garage,"['corridor', 'bedroom', 'oven', 'garage', 'dumpster']",False
vase,bedroom,bedroom,"['basement', 'bedroom', 'box', 'cellar', 'can']",True
video game,lobby,box,"['lobby', 'box', 'trap', 'jar', 'can']",False
vinyl tape,bathroom,can,"['bathroom', 'room', 'can', 'bar', 'trap']",False
virtual reality viewer,utility room,box,"['trap', 'can', 'box', 'utility room', 'oven']",False
wardrobe,room,room,"['freezer', 'trap', 'dining room', 'jar', 'room']",True
washcloth,exercise room,room,"['bar', 'room', 'exercise room', 'cellar', 'can']",False
waste basket,playroom,basement,"['trap', 'bar', 'basement', 'basement', 'playroom']",False
watch,bedroom,bedroom,"['basement', 'storage room', 'bedroom', 'can', 'family room']",True
water bottle,bathroom,bathroom,"['oven', 'oven', 'can', 'bathroom', 'cellar']",True
wateringcan,living room,can,"['can', 'dumpster', 'childs room', 'trap', 'living room']",False
weight loss guide,childs room,box,"['childs room', 'box', 'house', 'attic', 'basement']",False
whale whistle,bedroom,bar,"['jar', 'jar', 'bedroom', 'bar', 'attic']",False
window,bathroom,family room,"['lobby', 'bathroom', 'family room', 'jar', 'closet']",False
wine glass,kitchen,kitchen,"['oven', 'living room', 'pantry room', 'house', 'kitchen']",True
winebottle,kitchen,kitchen,"['jar', 'kitchen', 'playroom', 'family room', 'oven']",True
wipe warmer,closet,closet,"['box', 'oven', 'closet', 'dumpster', 'box']",True
wireless accessory,television room,television room,"['basement', 'television room', 'attic', 'bar', 'can']",True
xylitol sweetener,garage,box,"['house', 'cellar', 'garage', 'box', 'family room']",False
