object,correct_location,predicted_location,location_choices,correct_prediction
tea pods,lobby,jar,"['can', 'basement', 'lobby', 'attic', 'jar']",False
teapot,storage room,storage room,"['storage room', 'oven', 'box', 'basement', 'trap']",True
teddybear,bedroom,childs room,"['childs room', 'house', 'oven', 'bedroom', 'television room']",False
television,bedroom,bedroom,"['childs room', 'freezer', 'utility room', 'bedroom', 'jar']",True
tennis ball,storage room,storage room,"['attic', 'storage room', 'oven', 'house', 'oven']",True
tennisracket,bedroom,closet,"['television room', 'bedroom', 'box', 'oven', 'closet']",False
tissuebox,living room,room,"['can', 'home office', 'room', 'living room', 'childs room']",False
toaster,kitchen,kitchen,"['attic', 'box', 'trap', 'kitchen', 'basement']",True
toilet,bathroom,bathroom,"['attic', 'bar', 'bathroom', 'utility room', 'storage room']",True
toiletpaper,bathroom,bathroom,"['lobby', 'garage', 'oven', 'basement', 'bathroom']",True
toiletpaperhanger,bathroom,bathroom,"['bathroom', 'exercise room', 'bedroom', 'box', 'television room']",True
tomato,kitchen,kitchen,"['freezer', 'closet', 'attic', 'kitchen', 'cellar']",True
tomato soup can,childs room,cellar,"['cellar', 'childs room', 'attic', 'bar', 'bar']",False
toothbrush holder,kitchen,kitchen,"['basement', 'jar', 'kitchen', 'bar', 'room']",True
toothbrush pack,utility room,box,"['trap', 'utility room', 'box', 'can', 'attic']",False
towel,bathroom,bathroom,"['bar', 'bathroom', 'bar', 'box', 'freezer']",True
towelholder,bathroom,bathroom,"['childs room', 'bedroom', 'television room', 'bathroom', 'cellar']",True
toy,box,box,"['utility room', 'freezer', 'house', 'box', 'basement']",True
toy airplane,bedroom,box,"['bedroom', 'oven', 'cellar', 'attic', 'box']",False
toy animal,corridor,family room,"['corridor', 'box', 'family room', 'family room', 'can']",False
toy basketball,bedroom,basement,"['basement', 'bedroom', 'room', 'jar', 'can']",False
toy bowling set,pantry room,cellar,"['pantry room', 'cellar', 'can', 'can', 'freezer']",False
toy construction set,pantry room,house,"['pantry room', 'can', 'trap', 'house', 'jar']",False
toy fishing,bedroom,bedroom,"['bedroom', 'freezer', 'oven', 'cellar', 'oven']",True
toy food,garage,garage,"['cellar', 'attic', 'freezer', 'garage', 'cellar']",True
toy furniture set,utility room,family room,"['family room', 'freezer', 'house', 'cellar', 'utility room']",False
toy instrument,utility room,box,"['oven', 'house', 'box', 'jar', 'utility room']",False
toy kitchen set,utility room,family room,"['dumpster', 'utility room', 'family room', 'can', 'oven']",False
toy tool kit,utility room,utility room,"['utility room', 'can', 'oven', 'house', 'jar']",True
toy vehicle,bathroom,house,"['house', 'can', 'bathroom', 'bar', 'attic']",False
tray,living room,bar,"['house', 'living room', 'attic', 'house', 'bar']",False
tumbler,garage,bar,"['garage', 'family room', 'oven', 'bar', 'box']",False
tv,family room,room,"['room', 'television room', 'family room', 'jar', 'living room']",False
tvstand,living room,living room,"['storage room', 'living room', 'room', 'childs room', 'room']",True
umbrella,home office,room,"['basement', 'room', 'home office', 'house', 'house']",False
usb drive,television room,family room,"['family room', 'basement', 'trap', 'television room', 'oven']",False
utensil holder,home office,house,"['house', 'home office', 'box', 'attic', 'dumpster']",False
vacuumcleaner,bedroom,corridor,"['corridor', 'dumpster', 'garage', 'oven', 'bedroom']",False
vase,bedroom,bedroom,"['box', 'bedroom', 'can', 'basement', 'cellar']",True
video game,lobby,box,"['jar', 'can', 'box', 'lobby', 'trap']",False
vinyl tape,bathroom,room,"['trap', 'can', 'room', 'bathroom', 'bar']",False
virtual reality viewer,utility room,box,"['trap', 'can', 'oven', 'utility room', 'box']",False
wardrobe,room,room,"['room', 'jar', 'trap', 'dining room', 'freezer']",True
washcloth,exercise room,room,"['room', 'bar', 'exercise room', 'cellar', 'can']",False
waste basket,playroom,bar,"['basement', 'bar', 'basement', 'playroom', 'trap']",False
watch,bedroom,bedroom,"['bedroom', 'storage room', 'can', 'family room', 'basement']",True
water bottle,bathroom,cellar,"['oven', 'cellar', 'oven', 'bathroom', 'can']",False
wateringcan,living room,can,"['dumpster', 'can', 'trap', 'childs room', 'living room']",False
weight loss guide,childs room,basement,"['basement', 'box', 'childs room', 'house', 'attic']",False
whale whistle,bedroom,jar,"['jar', 'jar', 'bar', 'attic', 'bedroom']",False
window,bathroom,family room,"['closet', 'bathroom', 'jar', 'family room', 'lobby']",False
wine glass,kitchen,kitchen,"['kitchen', 'living room', 'house', 'pantry room', 'oven']",True
winebottle,kitchen,kitchen,"['family room', 'playroom', 'kitchen', 'jar', 'oven']",True
wipe warmer,closet,closet,"['dumpster', 'oven', 'box', 'box', 'closet']",True
wireless accessory,television room,television room,"['television room', 'can', 'attic', 'bar', 'basement']",True
xylitol sweetener,garage,box,"['garage', 'box', 'family room', 'cellar', 'house']",False
