object,correct_location,predicted_location,location_choices,correct_prediction
tea pods,lobby,jar,"['lobby', 'basement', 'attic', 'jar', 'can']",False
teapot,storage room,box,"['oven', 'trap', 'box', 'basement', 'storage room']",False
teddybear,bedroom,childs room,"['childs room', 'house', 'television room', 'bedroom', 'oven']",False
television,bedroom,bedroom,"['bedroom', 'freezer', 'utility room', 'jar', 'childs room']",True
tennis ball,storage room,storage room,"['oven', 'storage room', 'attic', 'oven', 'house']",True
tennisracket,bedroom,closet,"['closet', 'box', 'bedroom', 'television room', 'oven']",False
tissuebox,living room,living room,"['living room', 'home office', 'room', 'can', 'childs room']",True
toaster,kitchen,kitchen,"['attic', 'box', 'kitchen', 'trap', 'basement']",True
toilet,bathroom,bathroom,"['attic', 'storage room', 'utility room', 'bathroom', 'bar']",True
toiletpaper,bathroom,bathroom,"['bathroom', 'lobby', 'oven', 'basement', 'garage']",True
toiletpaperhanger,bathroom,bathroom,"['bedroom', 'bathroom', 'box', 'television room', 'exercise room']",True
tomato,kitchen,kitchen,"['cellar', 'closet', 'kitchen', 'attic', 'freezer']",True
tomato soup can,childs room,cellar,"['cellar', 'attic', 'bar', 'childs room', 'bar']",False
toothbrush holder,kitchen,room,"['bar', 'kitchen', 'room', 'basement', 'jar']",False
toothbrush pack,utility room,box,"['trap', 'utility room', 'can', 'box', 'attic']",False
towel,bathroom,bathroom,"['freezer', 'bar', 'bathroom', 'bar', 'box']",True
towelholder,bathroom,bathroom,"['cellar', 'bathroom', 'bedroom', 'childs room', 'television room']",True
toy,box,box,"['box', 'house', 'basement', 'utility room', 'freezer']",True
toy airplane,bedroom,box,"['attic', 'box', 'cellar', 'oven', 'bedroom']",False
toy animal,corridor,family room,"['family room', 'corridor', 'can', 'box', 'family room']",False
toy basketball,bedroom,room,"['room', 'basement', 'jar', 'bedroom', 'can']",False
toy bowling set,pantry room,cellar,"['freezer', 'pantry room', 'cellar', 'can', 'can']",False
toy construction set,pantry room,house,"['jar', 'can', 'pantry room', 'house', 'trap']",False
toy fishing,bedroom,bedroom,"['bedroom', 'cellar', 'oven', 'freezer', 'oven']",True
toy food,garage,garage,"['attic', 'cellar', 'cellar', 'freezer', 'garage']",True
toy furniture set,utility room,family room,"['utility room', 'cellar', 'freezer', 'family room', 'house']",False
toy instrument,utility room,box,"['jar', 'oven', 'house', 'box', 'utility room']",False
toy kitchen set,utility room,family room,"['dumpster', 'oven', 'utility room', 'can', 'family room']",False
toy tool kit,utility room,utility room,"['oven', 'jar', 'house', 'utility room', 'can']",True
toy vehicle,bathroom,house,"['bathroom', 'attic', 'bar', 'can', 'house']",False
tray,living room,bar,"['house', 'bar', 'house', 'living room', 'attic']",False
tumbler,garage,bar,"['oven', 'family room', 'garage', 'bar', 'box']",False
tv,family room,television room,"['jar', 'living room', 'television room', 'family room', 'room']",False
tvstand,living room,room,"['storage room', 'room', 'room', 'childs room', 'living room']",False
umbrella,home office,room,"['basement', 'room', 'house', 'house', 'home office']",False
usb drive,television room,family room,"['family room', 'trap', 'basement', 'television room', 'oven']",False
utensil holder,home office,house,"['home office', 'house', 'box', 'dumpster', 'attic']",False
vacuumcleaner,bedroom,garage,"['garage', 'dumpster', 'bedroom', 'corridor', 'oven']",False
vase,bedroom,bedroom,"['box', 'basement', 'cellar', 'bedroom', 'can']",True
video game,lobby,box,"['jar', 'box', 'lobby', 'trap', 'can']",False
vinyl tape,bathroom,room,"['bathroom', 'trap', 'bar', 'room', 'can']",False
virtual reality viewer,utility room,utility room,"['can', 'oven', 'utility room', 'trap', 'box']",True
wardrobe,room,room,"['room', 'trap', 'jar', 'dining room', 'freezer']",True
washcloth,exercise room,room,"['room', 'exercise room', 'bar', 'can', 'cellar']",False
waste basket,playroom,basement,"['bar', 'basement', 'trap', 'playroom', 'basement']",False
watch,bedroom,bedroom,"['storage room', 'can', 'bedroom', 'family room', 'basement']",True
water bottle,bathroom,bathroom,"['can', 'oven', 'bathroom', 'oven', 'cellar']",True
wateringcan,living room,can,"['living room', 'trap', 'dumpster', 'childs room', 'can']",False
weight loss guide,childs room,house,"['house', 'childs room', 'box', 'attic', 'basement']",False
whale whistle,bedroom,bar,"['bar', 'attic', 'bedroom', 'jar', 'jar']",False
window,bathroom,family room,"['lobby', 'family room', 'closet', 'bathroom', 'jar']",False
wine glass,kitchen,kitchen,"['living room', 'oven', 'pantry room', 'kitchen', 'house']",True
winebottle,kitchen,kitchen,"['jar', 'playroom', 'family room', 'kitchen', 'oven']",True
wipe warmer,closet,closet,"['box', 'dumpster', 'box', 'oven', 'closet']",True
wireless accessory,television room,television room,"['television room', 'bar', 'can', 'basement', 'attic']",True
xylitol sweetener,garage,box,"['house', 'family room', 'garage', 'cellar', 'box']",False
