object,correct_location,predicted_location,location_choices,correct_prediction
tea pods,lobby,can,"['attic', 'lobby', 'can', 'basement', 'jar']",False
teapot,storage room,storage room,"['storage room', 'oven', 'basement', 'trap', 'box']",True
teddybear,bedroom,childs room,"['bedroom', 'childs room', 'television room', 'house', 'oven']",False
television,bedroom,bedroom,"['jar', 'childs room', 'bedroom', 'freezer', 'utility room']",True
tennis ball,storage room,storage room,"['oven', 'attic', 'storage room', 'house', 'oven']",True
tennisracket,bedroom,closet,"['bedroom', 'closet', 'oven', 'box', 'television room']",False
tissuebox,living room,room,"['childs room', 'can', 'room', 'home office', 'living room']",False
toaster,kitchen,kitchen,"['kitchen', 'box', 'attic', 'trap', 'basement']",True
toilet,bathroom,bathroom,"['bar', 'bathroom', 'utility room', 'attic', 'storage room']",True
toiletpaper,bathroom,bathroom,"['bathroom', 'oven', 'lobby', 'garage', 'basement']",True
toiletpaperhanger,bathroom,bathroom,"['bedroom', 'bathroom', 'box', 'exercise room', 'television room']",True
tomato,kitchen,kitchen,"['closet', 'cellar', 'freezer', 'attic', 'kitchen']",True
tomato soup can,childs room,cellar,"['bar', 'cellar', 'bar', 'attic', 'childs room']",False
toothbrush holder,kitchen,kitchen,"['bar', 'room', 'kitchen', 'jar', 'basement']",True
toothbrush pack,utility room,utility room,"['attic', 'trap', 'utility room', 'can', 'box']",True
towel,bathroom,bathroom,"['box', 'bar', 'bar', 'bathroom', 'freezer']",True
towelholder,bathroom,bathroom,"['cellar', 'bedroom', 'childs room', 'television room', 'bathroom']",True
toy,box,box,"['utility room', 'box', 'freezer', 'basement', 'house']",True
toy airplane,bedroom,attic,"['cellar', 'attic', 'box', 'oven', 'bedroom']",False
toy animal,corridor,family room,"['can', 'corridor', 'family room', 'box', 'family room']",False
toy basketball,bedroom,basement,"['room', 'can', 'basement', 'jar', 'bedroom']",False
toy bowling set,pantry room,cellar,"['freezer', 'can', 'cellar', 'can', 'pantry room']",False
toy construction set,pantry room,house,"['trap', 'jar', 'pantry room', 'house', 'can']",False
toy fishing,bedroom,bedroom,"['bedroom', 'oven', 'cellar', 'oven', 'freezer']",True
toy food,garage,none,"['freezer', 'attic', 'cellar', 'cellar', 'garage']",False
toy furniture set,utility room,family room,"['house', 'cellar', 'utility room', 'freezer', 'family room']",False
toy instrument,utility room,house,"['house', 'box', 'jar', 'utility room', 'oven']",False
toy kitchen set,utility room,family room,"['family room', 'utility room', 'can', 'oven', 'dumpster']",False
toy tool kit,utility room,utility room,"['can', 'house', 'jar', 'oven', 'utility room']",True
toy vehicle,bathroom,house,"['bathroom', 'bar', 'house', 'attic', 'can']",False
tray,living room,bar,"['house', 'house', 'attic', 'living room', 'bar']",False
tumbler,garage,bar,"['box', 'bar', 'oven', 'family room', 'garage']",False
tv,family room,living room,"['jar', 'family room', 'living room', 'room', 'television room']",False
tvstand,living room,room,"['childs room', 'room', 'room', 'storage room', 'living room']",False
umbrella,home office,house,"['home office', 'house', 'room', 'basement', 'house']",False
usb drive,television room,basement,"['television room', 'trap', 'basement', 'family room', 'oven']",False
utensil holder,home office,none,"['box', 'dumpster', 'home office', 'attic', 'house']",False
vacuumcleaner,bedroom,garage,"['oven', 'dumpster', 'corridor', 'garage', 'bedroom']",False
vase,bedroom,bedroom,"['bedroom', 'box', 'basement', 'cellar', 'can']",True
video game,lobby,box,"['can', 'lobby', 'trap', 'box', 'jar']",False
vinyl tape,bathroom,room,"['bar', 'trap', 'room', 'bathroom', 'can']",False
virtual reality viewer,utility room,utility room,"['can', 'oven', 'trap', 'utility room', 'box']",True
wardrobe,room,room,"['dining room', 'freezer', 'jar', 'trap', 'room']",True
washcloth,exercise room,bar,"['bar', 'room', 'can', 'exercise room', 'cellar']",False
waste basket,playroom,basement,"['playroom', 'bar', 'basement', 'basement', 'trap']",False
watch,bedroom,bedroom,"['can', 'bedroom', 'family room', 'basement', 'storage room']",True
water bottle,bathroom,bathroom,"['cellar', 'bathroom', 'oven', 'oven', 'can']",True
wateringcan,living room,can,"['living room', 'can', 'trap', 'childs room', 'dumpster']",False
weight loss guide,childs room,basement,"['basement', 'box', 'attic', 'house', 'childs room']",False
whale whistle,bedroom,bar,"['jar', 'bar', 'bedroom', 'jar', 'attic']",False
window,bathroom,family room,"['family room', 'bathroom', 'closet', 'lobby', 'jar']",False
wine glass,kitchen,kitchen,"['pantry room', 'oven', 'kitchen', 'house', 'living room']",True
winebottle,kitchen,kitchen,"['kitchen', 'oven', 'jar', 'family room', 'playroom']",True
wipe warmer,closet,closet,"['dumpster', 'closet', 'box', 'box', 'oven']",True
wireless accessory,television room,television room,"['television room', 'basement', 'attic', 'bar', 'can']",True
xylitol sweetener,garage,none,"['cellar', 'family room', 'box', 'house', 'garage']",False
