object,correct_location,predicted_location,location_choices,correct_prediction
tea pods,lobby,jar,"['can', 'lobby', 'basement', 'jar', 'attic']",False
teapot,storage room,storage room,"['trap', 'storage room', 'basement', 'box', 'oven']",True
teddybear,bedroom,childs room,"['bedroom', 'childs room', 'oven', 'house', 'television room']",False
television,bedroom,bedroom,"['utility room', 'jar', 'freezer', 'bedroom', 'childs room']",True
tennis ball,storage room,storage room,"['house', 'storage room', 'oven', 'oven', 'attic']",True
tennisracket,bedroom,closet,"['box', 'oven', 'closet', 'bedroom', 'television room']",False
tissuebox,living room,room,"['home office', 'room', 'can', 'childs room', 'living room']",False
toaster,kitchen,kitchen,"['basement', 'attic', 'trap', 'box', 'kitchen']",True
toilet,bathroom,bathroom,"['bathroom', 'storage room', 'attic', 'bar', 'utility room']",True
toiletpaper,bathroom,bathroom,"['basement', 'lobby', 'bathroom', 'oven', 'garage']",True
toiletpaperhanger,bathroom,bathroom,"['bedroom', 'television room', 'box', 'exercise room', 'bathroom']",True
tomato,kitchen,kitchen,"['kitchen', 'cellar', 'freezer', 'attic', 'closet']",True
tomato soup can,childs room,cellar,"['bar', 'attic', 'bar', 'cellar', 'childs room']",False
toothbrush holder,kitchen,room,"['jar', 'room', 'basement', 'bar', 'kitchen']",False
toothbrush pack,utility room,utility room,"['trap', 'attic', 'can', 'utility room', 'box']",True
towel,bathroom,bathroom,"['freezer', 'box', 'bar', 'bar', 'bathroom']",True
towelholder,bathroom,bathroom,"['television room', 'bathroom', 'childs room', 'cellar', 'bedroom']",True
toy,box,box,"['utility room', 'basement', 'box', 'house', 'freezer']",True
toy airplane,bedroom,bedroom,"['attic', 'cellar', 'bedroom', 'box', 'oven']",True
toy animal,corridor,family room,"['corridor', 'box', 'can', 'family room', 'family room']",False
toy basketball,bedroom,room,"['room', 'basement', 'can', 'bedroom', 'jar']",False
toy bowling set,pantry room,pantry room,"['can', 'pantry room', 'can', 'freezer', 'cellar']",True
toy construction set,pantry room,house,"['can', 'jar', 'house', 'pantry room', 'trap']",False
toy fishing,bedroom,bedroom,"['bedroom', 'oven', 'cellar', 'freezer', 'oven']",True
toy food,garage,cellar,"['cellar', 'freezer', 'garage', 'attic', 'cellar']",False
toy furniture set,utility room,family room,"['cellar', 'freezer', 'house', 'utility room', 'family room']",False
toy instrument,utility room,box,"['jar', 'box', 'utility room', 'oven', 'house']",False
toy kitchen set,utility room,family room,"['can', 'dumpster', 'oven', 'utility room', 'family room']",False
toy tool kit,utility room,utility room,"['can', 'jar', 'oven', 'utility room', 'house']",True
toy vehicle,bathroom,house,"['attic', 'house', 'can', 'bathroom', 'bar']",False
tray,living room,bar,"['attic', 'house', 'bar', 'living room', 'house']",False
tumbler,garage,bar,"['family room', 'bar', 'oven', 'box', 'garage']",False
tv,family room,television room,"['family room', 'television room', 'jar', 'living room', 'room']",False
tvstand,living room,living room,"['living room', 'room', 'room', 'childs room', 'storage room']",True
umbrella,home office,house,"['house', 'home office', 'room', 'house', 'basement']",False
usb drive,television room,family room,"['television room', 'family room', 'oven', 'basement', 'trap']",False
utensil holder,home office,house,"['attic', 'house', 'home office', 'dumpster', 'box']",False
vacuumcleaner,bedroom,garage,"['corridor', 'oven', 'bedroom', 'garage', 'dumpster']",False
vase,bedroom,bedroom,"['bedroom', 'cellar', 'can', 'basement', 'box']",True
video game,lobby,box,"['box', 'can', 'lobby', 'jar', 'trap']",False
vinyl tape,bathroom,room,"['can', 'bar', 'bathroom', 'trap', 'room']",False
virtual reality viewer,utility room,box,"['oven', 'utility room', 'can', 'trap', 'box']",False
wardrobe,room,room,"['trap', 'dining room', 'jar', 'room', 'freezer']",True
washcloth,exercise room,room,"['room', 'bar', 'exercise room', 'can', 'cellar']",False
waste basket,playroom,basement,"['basement', 'trap', 'playroom', 'basement', 'bar']",False
watch,bedroom,bedroom,"['basement', 'family room', 'bedroom', 'can', 'storage room']",True
water bottle,bathroom,bathroom,"['oven', 'cellar', 'bathroom', 'can', 'oven']",True
wateringcan,living room,living room,"['living room', 'dumpster', 'childs room', 'can', 'trap']",True
weight loss guide,childs room,house,"['attic', 'box', 'childs room', 'basement', 'house']",False
whale whistle,bedroom,bar,"['jar', 'attic', 'bedroom', 'jar', 'bar']",False
window,bathroom,family room,"['closet', 'family room', 'jar', 'lobby', 'bathroom']",False
wine glass,kitchen,kitchen,"['house', 'pantry room', 'kitchen', 'oven', 'living room']",True
winebottle,kitchen,kitchen,"['family room', 'kitchen', 'jar', 'playroom', 'oven']",True
wipe warmer,closet,closet,"['box', 'oven', 'closet', 'box', 'dumpster']",True
wireless accessory,television room,television room,"['attic', 'television room', 'can', 'bar', 'basement']",True
xylitol sweetener,garage,house,"['cellar', 'house', 'garage', 'box', 'family room']",False
