object,pred_locations,rr,ap@1,ap@3,ap@5,rec@1,rec@3,rec@5
milk fror,"['refrigerator', 'countertop', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
mini soccer ball,"[""child's bedroom"", 'living room', 'garage', 'basement']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.11764705882352941,0.11764705882352941
mirror,"['bathroom', 'bedroom', 'hallway']",1.0,1.0,1.0,1.0,0.25,0.5,0.5
morboard,"['garage', 'shed', 'basement', 'bedroom', 'living room']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.17647058823529413
mouse,"['under the sofa', 'behind furniture', 'in a cupboard', 'in a drawer', 'near a computer', 'in a pantry.']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse pad,"['desk', 'table', 'nightstand', 'floor']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
movie dvd,"['living room shelf', 'entertainment center', 'media cabinet', 'bedroom nightstand', 'coffee table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
mug,"['kitchen counter', 'kitchen sink', 'coffee table', 'bedside table', 'desk']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
multiport hub,"['desk', 'entertainment center', 'home office', 'nightstand', 'behind furniture']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.058823529411764705,0.058823529411764705
mustard bottle,"['refrigerator', 'pantry', 'cupboard', 'countertop', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
neck rest,"['couch', 'armchair', 'bed', 'car', 'office chair']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
newspaper,"['coffee table', 'kitchen table', 'armchair', 'entryway table', 'floor']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
nine hole peg test,"['desk drawer', 'toy box', 'medicine cabinet', 'shelf', 'closet']",0.2,0.0,0.0,0.0,0.0,0.0,0.058823529411764705
nintendo switch,"['living room', 'bedroom', 'office/study']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
orange,"['fruit bowl', 'kitchen counter', 'refrigerator', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ottoman,"['living room', 'family room', 'bedroom', 'den']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
padlock,"['toolbox', 'shed', 'junk drawer', 'under the sink', 'nightstand']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
paint bottle set,"['garage', 'basement', 'craft room', 'closet', 'under the sink']",1.0,1.0,1.0,0.75,0.058823529411764705,0.058823529411764705,0.11764705882352941
paint maker,"['garage', 'shed', 'basement', 'utility closet', 'craft room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
painting,"['living room', 'bedroom', 'hallway', 'dining room', 'office', 'kitchen']",1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
pan,"['kitchen sink', 'kitchen cupboard', 'kitchen counter', 'stove top', 'oven']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
paper bag,"['kitchen', 'pantry', 'under the sink', 'recycling bin', 'entryway', 'garage']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
papertowelroll,"['kitchen counter', 'under the sink', 'pantry', 'linen closet', 'bathroom counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
parchment sheet,"['kitchen drawer', 'pantry', 'bookshelf', 'desk drawer', 'craft supplies box']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
peach,"['kitchen counter', 'fruit bowl', 'refrigerator', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
pear,"['fruit bowl', 'kitchen counter', 'refrigerator', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
peg and hammer toy,"[""child's bedroom"", 'playroom', 'living room', 'toy box', 'storage bin']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.11764705882352941,0.11764705882352941
pen,"['desk', 'drawer', 'countertop', 'table', 'bookshelf', 'nightstand', 'bag', 'purse']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
pencil,"['desk', 'drawer', 'countertop', 'table', 'floor', 'backpack', 'pencil holder']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
pencil case,"['desk', 'bedroom', 'kitchen table', 'living room', 'backpack']",0.5,0.0,0.5,0.5,0.0,0.058823529411764705,0.11764705882352941
peppermint,"['kitchen counter', 'pantry', 'drawer', 'medicine cabinet', 'candy dish']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
peppershaker,"['kitchen counter', 'dining table', 'spice rack', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
pepsi can pack,"['pantry', 'refrigerator', 'recycling bin', 'countertop', 'basement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
pet food supplement,"['kitchen counter', 'pantry', 'pet food storage container', 'utility drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
phillips screwdriver,"['toolbox', 'junk drawer', 'garage', 'workshop', 'kitchen drawer']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.058823529411764705,0.058823529411764705
phone armband case,"['bedroom drawer', 'nightstand', 'gym bag', 'bathroom counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
phone stand,"['nightstand', 'desk', 'kitchen counter', 'coffee table', 'dresser']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
picture frame,"['living room wall', 'bedroom nightstand', 'hallway wall', 'office desk', 'bookshelf']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
pie,"['kitchen counter', 'dining table', 'refrigerator', 'windowsill']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
pillow,"['bedroom', 'living room', 'guest room', 'couch']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
pitcher base,"['refrigerator', 'cupboard', 'countertop', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
plant,"['windowsill', 'tabletop', 'shelf', 'floor', 'hanging planter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
plant container,"['windowsill', 'tabletop', 'floor', 'shelf', 'hanging from ceiling']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
plant saucer,"['windowsill', 'coffee table', 'bookshelf', 'floor', 'plant stand']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
plate,"['kitchen sink', 'kitchen counter', 'kitchen table', 'dishwasher', 'dining table', 'cupboard', 'coffee table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
plum,"['refrigerator', 'fruit bowl', 'kitchen counter', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
plunger,"['bathroom', 'under sink', 'closet', 'garage']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
portable speaker,"['living room', 'bedroom', 'kitchen', 'bathroom', 'office/study', 'patio/deck']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.23529411764705882
poster,"['wall', 'bedroom', 'living room', 'hallway', 'office/study']",0.5,0.0,0.0,0.0,0.0,0.0,0.0
pot,"['kitchen cupboard', 'kitchen counter', 'stovetop', 'sink', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
potato,"['kitchen counter', 'pantry', 'vegetable drawer', 'bowl on the counter', 'cupboard']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
potted meat can,"['pantry', 'refrigerator', 'trash can']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
power drill,"['garage', 'shed', 'workshop', 'toolbox', 'basement']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
pressure cooker,"['kitchen counter', 'kitchen cabinet', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
pudding box,"['refrigerator', 'pantry', 'countertop', 'recycling bin']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
puzzle game,"['living room', 'coffee table', 'bookshelf', 'game closet', ""child's bedroom""]",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
racquetball,"['garage', 'basement', 'closet', 'spare room', 'attic']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
ramekin,"['kitchen counter', 'kitchen cabinet', 'oven', 'refrigerator', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
remote control,"['coffee table', 'sofa', 'end table', 'tv stand', 'bed', 'floor']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
remotecontrol,"['coffee table', 'sofa', 'end table', 'tv stand', 'bed', 'floor']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
rmal laminator,"['home office', 'desk drawer', 'shelf', 'storage closet']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
roast,"['oven', 'refrigerator', 'countertop', 'dining table']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
roomdecor,"['living room', 'bedroom', 'hallway', 'dining room', 'office', 'bathroom']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
router,"['living room', 'office', 'bedroom', 'hallway', 'basement']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
rubiks cube,"[""child's bedroom"", 'living room shelf', 'coffee table', 'office desk']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe,"['bedroom closet', 'home office', 'basement', 'under the bed']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
salt shaker,"['kitchen counter', 'dining table', 'spice rack', 'near the stove']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
saltshaker,"['kitchen table', 'countertop', 'dining table', 'spice rack', 'cupboard']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
sanitary pads,"['bathroom cabinet', 'bathroom drawer', 'under the sink', 'nightstand drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
saucer,"['kitchen cupboard', 'dining table', 'coffee table', 'countertop', 'sideboard']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
saute pan,"['kitchen cabinet', 'stovetop', 'countertop', 'sink']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
scissors,"['kitchen drawer', 'junk drawer', 'office desk', 'sewing kit', 'toolbox', 'bathroom counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
scrubbrush,"['bathroom sink', 'bathtub/shower', 'kitchen sink', 'utility closet', 'garage']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
set-top box,"['living room', 'entertainment center', 'tv stand']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
shelf,"['living room', 'bedroom', 'kitchen', 'bathroom', 'garage', 'office']",1.0,1.0,1.0,1.0,0.25,0.75,1.0
shelvingunit,"['living room', 'bedroom', 'kitchen', 'bathroom', 'garage', 'office', 'hallway']",1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0
shoe,"['entryway', 'closet', 'bedroom', 'under furniture', 'bathroom']",0.5,0.0,0.5833333333333333,0.38888888888888884,0.0,0.11764705882352941,0.17647058823529413
shoe box,"['closet', 'under bed', 'entryway', 'garage', 'attic']",1.0,1.0,1.0,0.75,0.058823529411764705,0.058823529411764705,0.11764705882352941
showercurtain,"['bathroom', 'shower stall']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
showerdoor,"['bathroom', 'shower stall']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
showerglass,"['bathroom', 'shower stall']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
showerhead,"['bathroom', 'shower stall']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
shredder,"['home office', 'study', 'desk area', 'near a filing cabinet', 'garage']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.11764705882352941
sidetable,"['living room', 'bedroom', 'hallway']",1.0,1.0,1.0,1.0,0.25,0.5,0.5
sidewalk chalk,"['garage', 'shed', 'outdoor toy bin', 'porch', 'sidewalk']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
sink,"['kitchen', 'bathroom', 'laundry room', 'utility room', 'garage']",1.0,1.0,1.0,1.0,0.5,1.0,1.0
sinkbasin,"['kitchen', 'bathroom']",1.0,1.0,0.5,0.5,0.5,1.0,1.0
skillet,"['kitchen cabinet', 'kitchen counter', 'stovetop', 'oven']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
skillet lid,"['kitchen cabinet', 'stovetop', 'countertop', 'kitchen drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
skin care product,"['bathroom counter', 'bathroom cabinet', 'bedroom nightstand', 'linen closet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
skin moisturizer,"['bathroom counter', 'bedroom nightstand', 'bathroom cabinet', 'purse/bag']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
snack cake,"['kitchen counter', 'pantry', 'cupboard', 'dining table', 'coffee table', 'lunch bag']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
snack dispenser,"['kitchen counter', 'pantry', 'cupboard', 'dining room table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
soap dish,"['bathroom sink', 'kitchen sink', 'shower/tub']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
soap dispenser,"['bathroom sink', 'kitchen sink', 'shower/tub']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
soapbar,"['bathroom sink', 'shower/tub', 'kitchen sink']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
soapbottle,"['bathroom sink', 'shower/tub', 'kitchen sink']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
sofa,"['living room', 'family room', 'den', 'basement', 'office']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
softball,"['garage', 'basement', ""child's bedroom"", 'living room', 'backyard']",1.0,1.0,1.0,0.75,0.058823529411764705,0.058823529411764705,0.11764705882352941
software cd,"['desk', 'bookshelf', 'media console', 'drawer', 'box']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
sorting toy,"[""child's bedroom"", 'playroom', 'living room', 'toy box', 'storage bin']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.11764705882352941,0.11764705882352941
sparkling water,"['refrigerator', 'pantry', 'countertop', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
spatula,"['kitchen drawer', 'utensil holder', 'countertop', 'near the stove']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
spider,"['basement', 'attic', 'corners', 'closets', 'under furniture', 'bathroom', 'garage']",1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
sponge,"['kitchen sink', 'bathroom sink', 'bathtub', 'under the sink']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
sponge dish,"['kitchen sink', 'under kitchen sink', 'next to kitchen sink', 'countertop near kitchen sink']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
spoon,"['kitchen drawer', 'cutlery tray', 'dishwasher', 'kitchen counter', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
spoon rest,"['kitchen counter', 'near the stove', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
spraybottle,"['bathroom sink', 'under the kitchen sink', 'laundry room', 'garage']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
stacking cups,"['kitchen cabinet', 'playroom', 'pantry']",0.5,0.0,0.5,0.5,0.0,0.058823529411764705,0.058823529411764705
stand mixer,"['kitchen counter', 'pantry', 'cupboard']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
statue,"['mantelpiece', 'bookshelf', 'coffee table', 'side table', 'pedestal', 'entryway table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
steak,"['refrigerator', 'freezer', 'countertop', 'grill', 'dining table']",0.5,0.0,0.5,0.5,0.0,0.5,0.5
stool,"['kitchen', 'bathroom', 'bedroom', 'living room', 'hallway', 'garage', 'workshop']",1.0,1.0,0.8333333333333333,0.7777777777777777,0.3333333333333333,0.6666666666666666,0.6666666666666666
storage bin,"['basement', 'garage', 'attic', 'closet', 'under bed', 'pantry']",0.5,0.0,0.5,0.5,0.0,0.058823529411764705,0.11764705882352941
stoveburner,"['kitchen', 'stovetop']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
stoveknob,"['kitchen', 'stovetop']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
strawberry,"['refrigerator', 'countertop', 'fruit bowl', 'sink', 'compost bin']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
string lights,"['bedroom', 'living room', 'patio', 'kitchen', 'dining room']",1.0,1.0,1.0,0.6875,0.058823529411764705,0.11764705882352941,0.23529411764705882
stuffed toy,"[""child's bedroom"", 'living room', 'playroom']",0.5,0.0,0.25,0.25,0.0,0.11764705882352941,0.11764705882352941
sugar box,"['kitchen counter', 'pantry', 'cupboard', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
sugar sprinkles,"['kitchen counter', 'pantry', 'baking supplies drawer/cabinet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
surface saver ring,"['kitchen table', 'dining table', 'countertop', 'coffee table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
sushi mat,"['kitchen drawer', 'kitchen cabinet', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
table,"['living room', 'dining room', 'kitchen', 'bedroom', 'office', 'patio']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
table lamp,"['nightstand', 'living room table', 'desk', 'entryway table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
tablet,"['living room coffee table', 'bedroom nightstand', 'kitchen counter', 'home office desk', 'sofa', ""child's play area""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0
tablet holder,"['nightstand', 'coffee table', 'desk', 'kitchen counter', 'sofa armrest']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
tablet stand,"['nightstand', 'coffee table', 'desk', 'kitchen counter', 'living room shelf']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
tabletopdecor,"['living room coffee table', 'dining room table', 'side table', 'bookshelf', 'mantelpiece', 'entryway table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
tampon,"['bathroom', 'bedroom']",1.0,1.0,0.5,0.5,0.058823529411764705,0.11764705882352941,0.11764705882352941
tea can pack,"['kitchen cupboard', 'pantry', 'countertop', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
tea pods,"['kitchen counter', 'pantry', 'cupboard near coffee maker', 'drawer near coffee maker']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
teapot,"['kitchen counter', 'kitchen cupboard', 'dining table', 'living room shelf']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
teddybear,"[""child's bedroom"", 'living room', 'playroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
television,"['living room', 'bedroom', 'den', 'basement', 'kitchen']",1.0,1.0,1.0,1.0,0.5,1.0,1.0
tennis ball,"['living room', 'garage', 'bedroom', 'backyard', 'basement']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
tennisracket,"['garage', 'closet', 'basement', 'shed', 'bedroom']",0.2,0.0,0.0,0.0,0.0,0.0,0.0
tissuebox,"['bathroom', 'living room', 'bedroom', 'kitchen', 'office', 'nightstand']",1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0
toaster,"['kitchen counter', 'kitchen cabinet', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
toilet,['bathroom'],1.0,0.0,0.0,0.0,1.0,1.0,1.0
toiletpaper,"['bathroom', 'linen closet']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
toiletpaperhanger,"['bathroom', 'guest bathroom']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
tomato,"['refrigerator', 'countertop', 'fruit bowl', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomato soup can,"['pantry', 'cupboard', 'recycling bin', 'countertop', 'kitchen table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
toothbrush holder,"['bathroom sink', 'medicine cabinet', 'bathroom counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
toothbrush pack,"['bathroom sink', 'bathroom cabinet', 'medicine cabinet', 'travel bag']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
towel,"['bathroom', 'kitchen', 'bedroom', 'laundry room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
towelholder,"['bathroom', 'kitchen']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
toy,"[""child's bedroom"", 'living room', 'playroom', 'basement', 'attic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
toy airplane,"[""child's bedroom"", 'living room floor', 'toy box', 'bookshelf']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
toy animal,"[""child's bedroom"", 'living room', 'playroom', 'toy box', 'under furniture']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.11764705882352941,0.11764705882352941
toy basketball,"[""child's bedroom"", 'living room', 'playroom', 'basement', 'garage']",0.5,0.0,0.5833333333333333,0.38888888888888884,0.0,0.11764705882352941,0.17647058823529413
toy bowling set,"['living room', 'playroom', ""child's bedroom"", 'basement', 'attic']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
toy construction set,"[""child's bedroom"", 'living room', 'playroom', 'basement', 'attic']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.11764705882352941,0.11764705882352941
toy fishing,"[""child's bedroom"", 'living room', 'toy box', 'playroom']",0.5,0.0,0.5,0.25,0.0,0.058823529411764705,0.11764705882352941
toy food,"[""child's bedroom"", 'playroom', 'living room', 'kitchen', 'toy box', 'storage bin']",0.5,0.0,0.5833333333333333,0.6388888888888888,0.0,0.11764705882352941,0.17647058823529413
toy furniture set,"[""child's bedroom"", 'playroom', 'living room']",0.5,0.0,0.25,0.25,0.0,0.11764705882352941,0.11764705882352941
toy instrument,"[""child's bedroom"", 'living room', 'playroom']",0.5,0.0,0.25,0.25,0.0,0.11764705882352941,0.11764705882352941
toy kitchen set,"[""child's bedroom"", 'playroom', 'living room']",0.5,0.0,0.25,0.25,0.0,0.11764705882352941,0.11764705882352941
toy tool kit,"[""child's bedroom"", 'playroom', 'living room', 'basement', 'garage']",0.5,0.0,0.5833333333333333,0.38888888888888884,0.0,0.11764705882352941,0.17647058823529413
toy vehicle,"[""child's bedroom"", 'living room', 'playroom', 'basement', 'garage']",0.5,0.0,0.5833333333333333,0.38888888888888884,0.0,0.11764705882352941,0.17647058823529413
tray,"['coffee table', 'kitchen counter', 'dining table', 'bedside table', 'desk', 'ottoman']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
tumbler,"['kitchen counter', 'kitchen cabinet', 'bedside table', 'coffee table', 'bathroom counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
tv,"['living room', 'bedroom', 'den', 'basement', 'kitchen']",0.5,0.0,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333
tvstand,"['living room', 'bedroom', 'den', 'basement', 'guest room']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
umbrella,"['entryway', 'coat closet', 'mudroom', 'hallway', 'garage']",0.2,0.0,0.0,0.0,0.0,0.0,0.058823529411764705
usb drive,"['desk', 'nightstand', 'drawer', 'backpack', 'shelf']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
utensil holder,"['kitchen counter', 'kitchen drawer', 'kitchen cabinet', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
vacuumcleaner,"['closet', 'garage', 'utility room', 'under the stairs']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
vase,"['living room', 'dining room', 'mantelpiece', 'bookshelf', 'bedroom', 'hallway table']",1.0,1.0,1.0,0.8666666666666667,0.058823529411764705,0.11764705882352941,0.17647058823529413
video game,"['living room', 'bedroom', 'entertainment center', 'shelf', 'desk']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
vinyl tape,"['desk drawer', 'toolbox', 'craft supplies', 'junk drawer', 'garage.']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
virtual reality viewer,"['living room', 'bedroom', 'office/study']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
wardrobe,"['bedroom', 'hallway', 'dressing room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
washcloth,"['bathroom sink', 'bathtub/shower', 'laundry basket', 'kitchen sink']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
waste basket,"['bathroom', 'kitchen', 'bedroom', 'office', 'living room']",1.0,1.0,1.0,0.75,0.058823529411764705,0.17647058823529413,0.23529411764705882
watch,"['nightstand', 'dresser', 'bathroom counter', 'coffee table', 'kitchen counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
water bottle,"['kitchen counter', 'refrigerator door', 'coffee table', 'nightstand', 'backpack', 'gym bag', 'desk', 'car cup holder']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
wateringcan,"['garage', 'shed', 'garden', 'utility room', 'kitchen']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
weight loss guide,"['nightstand', 'bookshelf', 'bathroom counter', 'coffee table', 'kitchen counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
whale whistle,"[""child's bedroom"", 'toy box', 'bathroom', 'living room shelf']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.058823529411764705,0.058823529411764705
window,"['living room', 'bedroom', 'kitchen', 'bathroom', 'basement', 'attic']",1.0,1.0,1.0,1.0,0.25,0.75,1.0
wine glass,"['kitchen cabinet', 'dining table', 'coffee table', 'countertop', 'dishwasher', 'sink']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
winebottle,"['kitchen counter', 'wine rack', 'dining room cabinet', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
wipe warmer,"['bathroom', 'nursery', 'kitchen']",1.0,1.0,0.5,0.5,0.058823529411764705,0.11764705882352941,0.11764705882352941
wireless accessory,"['living room', 'bedroom', 'office', 'kitchen counter', 'coffee table', 'nightstand', 'bag/purse']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
xylitol sweetener,"['kitchen counter', 'pantry', 'cupboard', 'drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
