object,pred_locations,rr,ap@1,ap@3,ap@5,rec@1,rec@3,rec@5
laundryhamper,"['bedroom', 'bathroom', 'laundry room', 'closet']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
laxative,"['bathroom cabinet', 'medicine cabinet', 'bathroom drawer', 'kitchen cabinet', 'bedroom nightstand']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
lego duplo,"['playroom', ""children's bedroom"", 'living room', 'toy storage area', 'nursery']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
lemon,"['kitchen counter', 'refrigerator', 'fruit bowl', 'pantry', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
letter holder,"['entryway', 'kitchen counter', 'home office', 'living room', 'hallway table']",0.3333333333333333,0.0,0.3333333333333333,0.41666666666666663,0.0,0.058823529411764705,0.11764705882352941
lettuce,"['refrigerator', 'kitchen counter', 'pantry', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
light bulb,"['storage closet', 'garage', 'utility room', 'basement', 'kitchen drawer']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.11764705882352941,0.11764705882352941
lightswitch,"['wall near room entrance', 'wall near bed', 'wall near desk', 'wall near bathroom entrance', 'wall near kitchen entrance']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
lime squeezer,"['kitchen drawer', 'kitchen countertop', 'kitchen cabinet', 'pantry', 'dining room sideboard']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
lipstick,"['bathroom', 'bedroom', 'vanity table', 'purse', 'dresser drawer']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
lunch bag,"['kitchen', 'dining room', 'pantry', 'refrigerator', 'entryway', 'office', 'car']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
lunch box,"['kitchen', 'dining room', 'pantry', 'refrigerator', 'backpack', 'cupboard']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
magnifying glass,"['office', 'study', 'living room', 'bedroom', 'library', 'garage', 'workshop']",0.3333333333333333,0.0,0.3333333333333333,0.41666666666666663,0.0,0.058823529411764705,0.11764705882352941
mascara,"['bathroom', 'bedroom', 'vanity table', 'makeup bag', 'purse']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
master chef can,"['kitchen pantry', 'kitchen cabinet', 'kitchen countertop', 'garage storage', 'basement storage']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
measuring tape,"['toolbox', 'garage', 'workshop', 'utility room', 'kitchen drawer', 'office desk drawer']",0.5,0.0,0.5,0.5,0.0,0.058823529411764705,0.11764705882352941
medicine,"['medicine cabinet', 'bathroom', 'kitchen', 'bedroom', 'first aid kit']",0.5,0.0,0.5833333333333333,0.6388888888888888,0.0,0.11764705882352941,0.17647058823529413
microwave,"['kitchen counter', 'kitchen island', 'pantry', 'dining room', 'garage']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
milk fror,"['refrigerator', 'kitchen counter', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
mini soccer ball,"['living room', ""child's bedroom"", 'playroom', 'backyard', 'garage']",1.0,1.0,0.8333333333333333,0.5555555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
mirror,"['bathroom', 'bedroom', 'hallway', 'living room', 'closet']",1.0,1.0,1.0,0.9166666666666666,0.25,0.5,0.75
morboard,"['garage', 'workshop', 'basement', 'attic', 'storage room']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.11764705882352941
mouse,"['office', 'living room', 'bedroom', 'study', 'den']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.10526315789473684,0.10526315789473684
mouse pad,"['home office', 'study room', 'living room', 'bedroom', 'gaming room']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
movie dvd,"['living room', 'entertainment center', 'media cabinet', 'bookshelf', 'bedroom', 'home office']",1.0,1.0,1.0,0.7,0.058823529411764705,0.058823529411764705,0.11764705882352941
mug,"['kitchen', 'dining room', 'living room', 'office', 'bedroom']",1.0,1.0,1.0,0.75,0.058823529411764705,0.17647058823529413,0.23529411764705882
multiport hub,"['home office', 'living room', 'bedroom', 'study', 'entertainment center']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
mustard bottle,"['kitchen pantry', 'refrigerator', 'kitchen counter', 'dining room table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
neck rest,"['living room', 'bedroom', 'home office', 'car', 'travel bag']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
newspaper,"['living room', 'kitchen', 'home office', 'bedroom', 'bathroom']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
nine hole peg test,"['rehabilitation room', 'home office', 'living room', 'bedroom', 'storage closet']",0.5,0.0,0.5833333333333333,0.6388888888888888,0.0,0.11764705882352941,0.17647058823529413
nintendo switch,"['living room', 'bedroom', 'entertainment room', 'game room', 'family room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
orange,"['kitchen', 'dining room', 'refrigerator', 'fruit bowl', 'pantry']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
ottoman,"['living room', 'bedroom', 'family room', 'den', 'home office']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
padlock,"['garage', 'basement', 'shed', 'toolbox', 'utility room', 'home office', 'storage closet']",1.0,1.0,1.0,0.7,0.058823529411764705,0.058823529411764705,0.11764705882352941
paint bottle set,"['art studio', 'craft room', 'garage', 'basement', 'closet', 'office', ""children's playroom""]",0.3333333333333333,0.0,0.3333333333333333,0.3666666666666667,0.0,0.058823529411764705,0.11764705882352941
paint maker,"['garage', 'basement', 'utility room', 'craft room', 'storage closet']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
painting,"['living room', 'hallway', 'bedroom', 'dining room', 'office']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666
pan,"['kitchen', 'pantry', 'cupboard', 'storage room']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.11764705882352941
paper bag,"['kitchen', 'pantry', 'garage', 'closet', 'recycling bin']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
papertowelroll,"['kitchen', 'pantry', 'bathroom', 'laundry room', 'garage']",1.0,1.0,0.75,0.75,0.5,0.5,0.5
parchment sheet,"['kitchen', 'pantry', 'baking drawer', 'utility room', 'craft room']",1.0,1.0,1.0,0.75,0.058823529411764705,0.058823529411764705,0.11764705882352941
peach,"['kitchen counter', 'refrigerator', 'fruit bowl', 'dining table', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
pear,"['kitchen counter', 'refrigerator', 'fruit bowl', 'dining table', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
peg and hammer toy,"['playroom', ""child's bedroom"", 'living room', 'toy storage area', 'basement']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
pen,"['desk', 'office', 'kitchen drawer', 'living room', 'bedroom nightstand']",0.25,0.0,0.0,0.0,0.0,0.0,0.0
pencil,"['desk', 'office', 'study', 'kitchen drawer', 'backpack', 'pencil case', 'living room table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
pencil case,"['desk', 'backpack', 'drawer', 'shelf', 'study room', 'office', 'bedroom']",0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
peppermint,"['kitchen', 'pantry', 'dining room', 'living room', 'bathroom']",1.0,1.0,0.8333333333333333,0.6041666666666666,0.058823529411764705,0.11764705882352941,0.23529411764705882
peppershaker,"['kitchen', 'dining room', 'pantry', 'living room']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
pepsi can pack,"['pantry', 'kitchen counter', 'refrigerator', 'garage', 'basement']",0.25,0.0,0.0,0.25,0.0,0.0,0.058823529411764705
pet food supplement,"['kitchen', 'pantry', 'laundry room', 'garage', 'utility room']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.17647058823529413
phillips screwdriver,"['garage', 'toolbox', 'basement', 'workshop', 'utility room']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.11764705882352941
phone armband case,"['bedroom', 'living room', 'home office', 'gym area', 'hallway closet']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
phone stand,"['living room', 'bedroom', 'office', 'kitchen', 'study']",1.0,1.0,1.0,0.9166666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
picture frame,"['living room', 'bedroom', 'hallway', 'office', 'dining room']",1.0,1.0,1.0,0.6666666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
pie,"['kitchen counter', 'refrigerator', 'dining table', 'pantry', 'oven']",0.2,0.0,0.0,0.0,0.0,0.0,0.0
pillow,"['bedroom', 'living room', 'guest room', 'nursery', 'storage closet']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
pitcher base,"['kitchen counter', 'kitchen cabinet', 'pantry', 'dining room', 'storage closet']",0.25,0.0,0.0,0.25,0.0,0.0,0.058823529411764705
plant,"['living room', 'kitchen', 'bedroom', 'bathroom', 'balcony', 'hallway', 'office', 'dining room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.23529411764705882
plant container,"['living room', 'kitchen', 'balcony', 'garden', 'bedroom', 'office', 'bathroom']",1.0,1.0,1.0,0.8666666666666667,0.058823529411764705,0.11764705882352941,0.17647058823529413
plant saucer,"['living room', 'kitchen', 'balcony', 'patio', 'garden', 'bedroom', 'dining room', 'greenhouse']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
plate,"['kitchen', 'dining room', 'dishwasher', 'cupboard', 'pantry']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
plum,"['kitchen counter', 'refrigerator', 'fruit bowl', 'dining table', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
plunger,"['bathroom', 'laundry room', 'utility closet', 'garage']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
portable speaker,"['living room', 'bedroom', 'kitchen', 'home office', 'patio']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.23529411764705882
poster,"['bedroom', 'living room', 'hallway', 'home office', 'basement']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
pot,"['kitchen', 'pantry', 'dining room', 'garage', 'basement']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
potato,"['kitchen pantry', 'kitchen counter', 'refrigerator', 'kitchen cabinet', 'basement storage']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
potted meat can,"['pantry', 'kitchen cabinet', 'refrigerator', 'kitchen counter', 'basement storage', 'garage shelf']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
power drill,"['garage', 'basement', 'tool shed', 'workshop', 'utility room', 'storage closet']",1.0,1.0,1.0,0.7,0.058823529411764705,0.058823529411764705,0.11764705882352941
pressure cooker,"['kitchen counter', 'kitchen cabinet', 'pantry', 'kitchen shelf', 'storage room']",0.2,0.0,0.0,0.0,0.0,0.0,0.058823529411764705
pudding box,"['pantry', 'kitchen cabinet', 'refrigerator', 'kitchen counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
puzzle game,"['living room', 'playroom', 'bedroom', 'family room', 'closet', 'basement', 'attic']",1.0,1.0,1.0,0.95,0.058823529411764705,0.17647058823529413,0.23529411764705882
racquetball,"['garage', 'basement', 'sports equipment closet', 'bedroom', 'attic']",1.0,1.0,1.0,0.75,0.058823529411764705,0.058823529411764705,0.11764705882352941
ramekin,"['kitchen cabinet', 'kitchen drawer', 'pantry', 'dining room', 'kitchen countertop']",0.25,0.0,0.0,0.25,0.0,0.0,0.058823529411764705
remote control,"['living room', 'bedroom', 'entertainment center', 'coffee table', 'couch cushions']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
remotecontrol,"['living room', 'bedroom', 'entertainment center', 'couch', 'coffee table']",1.0,1.0,1.0,1.0,0.5,1.0,1.0
rmal laminator,"['home office', 'study room', 'craft room', 'living room', 'closet']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.17647058823529413
roast,"['kitchen', 'dining room', 'refrigerator', 'freezer', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
roomdecor,"['living room', 'bedroom', 'hallway', 'dining room', 'home office', 'entryway', 'bathroom', 'kitchen']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
router,"['living room', 'home office', 'bedroom', 'hallway', 'basement']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
rubiks cube,"['living room', 'bedroom', 'playroom', 'study', ""kids' room""]",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
safe,"['bedroom', 'home office', 'closet', 'basement', 'living room']",1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333
salt shaker,"['kitchen counter', 'dining table', 'pantry', 'kitchen cabinet', 'spice rack']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
saltshaker,"['kitchen counter', 'dining table', 'pantry', 'kitchen cabinet', 'spice rack']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
sanitary pads,"['bathroom cabinet', 'bedroom dresser', 'closet', 'bathroom drawer', 'linen closet']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.058823529411764705,0.058823529411764705
saucer,"['kitchen', 'dining room', 'cupboard', 'pantry', 'living room']",1.0,1.0,1.0,0.6666666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
saute pan,"['kitchen cabinet', 'kitchen drawer', 'pantry', 'kitchen countertop', 'dishwasher']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
scissors,"['kitchen drawer', 'office desk', 'craft room', 'sewing kit', 'bathroom cabinet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
scrubbrush,"['bathroom', 'kitchen', 'laundry room', 'utility closet', 'garage']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
set-top box,"['living room', 'entertainment center', 'media room', 'family room', 'bedroom']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.11764705882352941
shelf,"['living room', 'bedroom', 'kitchen', 'bathroom', 'office', 'garage', 'basement', 'hallway']",1.0,1.0,1.0,1.0,0.25,0.75,1.0
shelvingunit,"['living room', 'bedroom', 'home office', 'garage', 'basement', 'kitchen', 'bathroom']",1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
shoe,"['entryway', 'closet', 'bedroom', 'mudroom', 'garage']",0.5,0.0,0.5833333333333333,0.38888888888888884,0.0,0.11764705882352941,0.17647058823529413
shoe box,"['closet', 'bedroom', 'entryway', 'garage', 'storage room']",1.0,1.0,1.0,0.6875,0.058823529411764705,0.11764705882352941,0.23529411764705882
showercurtain,"['bathroom', 'linen closet', 'storage room']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
showerdoor,"['bathroom', 'ensuite bathroom', 'guest bathroom']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
showerglass,"['bathroom', 'shower area', 'ensuite bathroom']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
showerhead,"['bathroom', 'shower stall', 'bathtub area']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
shredder,"['home office', 'study', 'living room', 'basement', 'garage']",1.0,1.0,0.8333333333333333,0.5555555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
sidetable,"['living room', 'bedroom', 'hallway', 'entryway', 'office']",1.0,1.0,1.0,1.0,0.25,0.5,0.5
sidewalk chalk,"['garage', 'backyard', 'front porch', 'playroom', 'storage closet']",1.0,1.0,1.0,0.75,0.058823529411764705,0.058823529411764705,0.11764705882352941
sink,"['kitchen', 'bathroom', 'laundry room', 'utility room', 'garage']",1.0,1.0,1.0,1.0,0.5,1.0,1.0
sinkbasin,"['kitchen', 'bathroom', 'laundry room', 'utility room', 'garage']",1.0,1.0,1.0,1.0,0.5,1.0,1.0
skillet,"['kitchen cabinet', 'kitchen drawer', 'pantry', 'stove', 'dishwasher']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
skillet lid,"['kitchen cabinet', 'kitchen drawer', 'on the stove', 'pantry', 'dishwasher']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
skin care product,"['bathroom', 'bedroom', 'vanity', 'dresser', 'medicine cabinet']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
skin moisturizer,"['bathroom', 'bedroom', 'vanity', 'bedside table', 'purse', 'living room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
snack cake,"['pantry', 'kitchen cabinet', 'kitchen counter', 'refrigerator', 'dining room table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
snack dispenser,"['kitchen', 'pantry', 'living room', 'dining room', 'office']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
soap dish,"['bathroom', 'kitchen', 'laundry room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
soap dispenser,"['bathroom', 'kitchen', 'laundry room', 'utility room']",1.0,1.0,1.0,0.6666666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
soapbar,"['bathroom', 'kitchen', 'laundry room', 'utility room', 'guest bathroom']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
soapbottle,"['bathroom', 'kitchen', 'laundry room', 'utility room']",1.0,1.0,1.0,1.0,0.5,1.0,1.0
sofa,"['living room', 'family room', 'den', 'basement', 'home office']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
softball,"['garage', 'basement', 'bedroom', 'living room', 'backyard']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
software cd,"['home office', 'living room', 'bedroom', 'storage room', 'basement']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.23529411764705882
sorting toy,"['playroom', ""child's bedroom"", 'living room', 'nursery', 'toy storage area']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
sparkling water,"['kitchen', 'refrigerator', 'pantry', 'dining room', 'garage']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.17647058823529413
spatula,"['kitchen drawer', 'utensil holder', 'kitchen countertop', 'dishwasher', 'kitchen cabinet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
spider,"['basement', 'attic', 'garage', 'bathroom', 'closet', 'under furniture', 'corners of ceilings', 'window sills', 'garden', 'shed']",1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
sponge,"['kitchen sink', 'bathroom', 'cleaning supply closet', 'laundry room', 'garage']",0.5,0.0,0.5,0.25,0.0,0.058823529411764705,0.11764705882352941
sponge dish,"['kitchen sink', 'kitchen counter', 'under the kitchen sink', 'pantry', 'cleaning supplies closet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
spoon,"['kitchen drawer', 'dishwasher', 'kitchen countertop', 'dining table', 'kitchen sink']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
spoon rest,"['kitchen counter', 'kitchen drawer', 'dining table', 'kitchen cabinet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
spraybottle,"['cleaning closet', 'under the kitchen sink', 'laundry room', 'bathroom cabinet', 'garage']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
stacking cups,"['kitchen', 'playroom', 'dining room', 'living room', 'pantry']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.23529411764705882
stand mixer,"['kitchen counter', 'kitchen cabinet', 'pantry', 'kitchen island', 'storage closet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
statue,"['living room', 'hallway', 'garden', 'entryway', 'office', 'bedroom']",1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
steak,"['refrigerator', 'freezer', 'kitchen counter', 'pantry']",0.5,0.0,0.5,0.5,0.0,0.5,0.5
stool,"['kitchen', 'dining room', 'bar area', 'living room', 'garage', 'workshop', 'patio', 'bedroom']",1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
storage bin,"['garage', 'basement', 'closet', 'attic', 'laundry room']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
stoveburner,"['kitchen', 'outdoor kitchen', 'garage (if used for storage)']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
stoveknob,"['kitchen', 'pantry', 'garage', 'basement', 'storage room']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
strawberry,"['refrigerator', 'kitchen counter', 'fruit bowl', 'pantry', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
string lights,"['living room', 'bedroom', 'patio', 'garden', 'attic', 'basement', 'garage']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
stuffed toy,"[""children's bedroom"", 'playroom', 'living room', 'nursery', 'toy storage area']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.11764705882352941,0.11764705882352941
sugar box,"['kitchen pantry', 'kitchen countertop', 'kitchen cabinet', 'dining room sideboard', 'kitchen table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
sugar sprinkles,"['kitchen pantry', 'kitchen cabinet', 'baking supplies drawer', 'kitchen countertop', 'refrigerator']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
surface saver ring,"['kitchen', 'dining room', 'living room', 'pantry', 'storage closet']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
sushi mat,"['kitchen', 'pantry', 'dining room', 'storage closet']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
table,"['dining room', 'kitchen', 'living room', 'office', 'patio', 'bedroom', 'basement', 'garage']",0.5,0.0,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333
table lamp,"['living room', 'bedroom', 'office', 'study', 'hallway']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
tablet,"['living room', 'bedroom', 'home office', 'kitchen', 'family room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.23529411764705882
tablet holder,"['living room', 'bedroom', 'office', 'kitchen', 'study']",1.0,1.0,1.0,0.9166666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
tablet stand,"['living room', 'bedroom', 'home office', 'kitchen', 'study']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.23529411764705882
tabletopdecor,"['living room', 'dining room', 'kitchen', 'hallway', 'bedroom']",0.2,0.0,0.0,0.0,0.0,0.0,0.0
tampon,"['bathroom', 'bedroom', 'closet', 'purse', 'laundry room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
tea can pack,"['kitchen', 'pantry', 'dining room', 'living room', 'office']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
tea pods,"['kitchen', 'pantry', 'dining room', 'office', 'living room']",1.0,1.0,0.8333333333333333,0.5555555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
teapot,"['kitchen', 'dining room', 'pantry', 'living room', 'cabinet']",1.0,1.0,1.0,0.9166666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
teddybear,"[""children's bedroom"", 'playroom', 'living room', 'nursery', 'toy storage area']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
television,"['living room', 'bedroom', 'family room', 'basement', 'entertainment room']",1.0,1.0,1.0,1.0,0.5,1.0,1.0
tennis ball,"['garage', 'backyard', 'living room', 'basement', 'bedroom']",1.0,1.0,0.8333333333333333,0.5555555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
tennisracket,"['garage', 'basement', 'closet', 'sports equipment room', 'bedroom']",0.2,0.0,0.0,0.0,0.0,0.0,0.0
tissuebox,"['living room', 'bathroom', 'bedroom', 'kitchen', 'office']",1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0
toaster,"['kitchen counter', 'kitchen cabinet', 'pantry', 'dining room', 'garage']",0.25,0.0,0.0,0.125,0.0,0.0,0.11764705882352941
toilet,"['bathroom', 'powder room', 'en suite', 'half-bath', 'guest bathroom']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
toiletpaper,"['bathroom', 'storage closet', 'laundry room', 'garage', 'under the sink']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
toiletpaperhanger,"['bathroom', 'restroom', 'toilet', 'washroom', 'powder room']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
tomato,"['kitchen counter', 'refrigerator', 'pantry', 'dining table', 'kitchen island']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomato soup can,"['pantry', 'kitchen cabinet', 'kitchen counter', 'refrigerator', 'basement storage', 'garage shelf']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
toothbrush holder,"['bathroom', 'master bathroom', 'guest bathroom', ""kids' bathroom"", 'ensuite bathroom']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
toothbrush pack,"['bathroom cabinet', 'bathroom drawer', 'bathroom countertop', 'linen closet', 'bedroom drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
towel,"['bathroom', 'kitchen', 'linen closet', 'laundry room', 'gym room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
towelholder,"['bathroom', 'kitchen', 'laundry room', 'guest bathroom', 'pool area']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
toy,"['living room', ""children's bedroom"", 'playroom', 'family room', 'basement', 'backyard', 'garage']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
toy airplane,"[""children's bedroom"", 'playroom', 'living room', 'toy box', 'storage closet']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.11764705882352941,0.11764705882352941
toy animal,"[""children's bedroom"", 'playroom', 'living room', 'nursery', 'toy storage area']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.11764705882352941,0.11764705882352941
toy basketball,"['playroom', ""child's bedroom"", 'living room', 'garage', 'backyard']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
toy bowling set,"['playroom', ""child's bedroom"", 'living room', 'basement', 'garage']",1.0,1.0,0.8333333333333333,0.5555555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
toy construction set,"['playroom', ""child's bedroom"", 'living room', 'family room', 'basement', 'storage closet']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
toy fishing,"['playroom', ""child's bedroom"", 'living room', 'garage', 'basement']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
toy food,"['playroom', ""child's bedroom"", 'living room', 'toy storage area', 'kitchen']",1.0,1.0,0.8333333333333333,0.5555555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
toy furniture set,"['playroom', ""child's bedroom"", 'living room', 'nursery', 'basement', 'attic']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
